Player Name,Club Name,Tackles,Challenges,Blocks,,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Sh
Masaya Okugawa,Augsburg,jp JPN,"FW,DF",0,0,0,0,0,0,0,0,,0,0,0,0,0,2,Matches
Nathanael Mbuku,Augsburg,fr FRA,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Mahmut Kücüksahin,Augsburg,,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Lucas Perrin,Strasbourg,fr FRA,DF,0,47,33,33,14,0,28,13,60.9,18,45,32,30,75,113,Matches
Frederic Guilbert,Strasbourg,fr FRA,"DF,MF",1,87,52,49,30,8,47,29,65.3,25,39,10,77,158,99,Matches
Habib Diarra,Strasbourg,sn SEN,"MF,FW",0,30,25,8,20,2,9,19,27.3,24,23,4,19,47,15,Matches
Dilane Bakwa,Strasbourg,fr FRA,"FW,MF",0,30,26,12,13,5,11,25,27.5,29,26,1,20,50,11,Matches
Marvin Senaya,Strasbourg,tg TOG,"DF,MF",0,72,58,38,25,9,42,27,61.8,26,40,13,44,113,68,Matches
Thomas Delaine,Strasbourg,fr FRA,"DF,MF",0,38,22,29,8,1,20,16,47.6,22,18,2,19,55,51,Matches
Emanuel Emegha,Strasbourg,nl NED,FW,0,8,7,2,4,2,4,10,44.4,5,13,3,3,10,25,Matches
Abakar Sylla,Strasbourg,ci CIV,DF,2,54,25,30,19,5,29,29,72.5,11,40,11,30,80,70,Matches
Ibrahima Sissoko,Strasbourg,ml MLI,MF,0,47,38,13,25,9,23,13,76.7,7,21,8,21,66,30,Matches
Ismaël Doukouré,Strasbourg,fr FRA,"MF,DF",2,23,17,7,14,2,13,12,61.9,8,19,7,19,42,29,Matches
Alaa Bellaarouch,Strasbourg,ma MAR,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,11,Matches
Matz Sels,Strasbourg,be BEL,GK,1,0,0,0,0,0,0,2,,0,2,0,0,0,13,Matches
Junior Mwanga,Strasbourg,fr FRA,"MF,FW",0,40,22,23,12,5,12,15,50.0,12,20,5,20,58,19,Matches
Kévin Gameiro,Strasbourg,fr FRA,"FW,MF",0,10,10,5,3,2,2,9,11.8,15,9,0,3,13,7,Matches
Ângelo Borges,Strasbourg,br BRA,"FW,MF",0,24,13,9,7,8,11,18,35.5,20,18,0,9,33,2,Matches
Gerzino Nyamsi,Strasbourg,fr FRA,DF,0,18,14,13,5,0,12,8,66.7,6,19,11,10,28,43,Matches
Saidou Sow,Strasbourg,gn GUI,DF,3,20,12,17,3,0,9,3,69.2,4,7,4,12,32,36,Matches
Andrey Santos,Strasbourg,br BRA,MF,1,29,18,15,13,1,17,8,65.4,9,8,0,10,39,11,Matches
Jessy Deminguet,Strasbourg,fr FRA,"MF,FW",1,14,11,6,8,0,6,8,33.3,12,8,0,9,23,5,Matches
Dion Moise Sahi,Strasbourg,ci CIV,"MF,FW",0,5,6,1,2,2,0,10,0.0,3,11,1,1,6,7,Matches
Lebo Mothiba,Strasbourg,za RSA,FW,0,5,2,1,4,0,3,5,75.0,1,6,1,0,5,11,Matches
Jérémy Sebas,Strasbourg,mq MTQ,"FW,MF",0,7,1,2,3,2,3,2,60.0,2,3,1,1,8,1,Matches
Jean-Ricner Bellegarde,Strasbourg,fr FRA,"MF,FW",0,5,3,3,2,0,3,4,50.0,3,4,0,4,9,0,Matches
Rabby Nzingoula,Strasbourg,cg CGO,"MF,FW",0,3,3,0,3,0,3,4,75.0,1,4,0,5,8,0,Matches
Aboubacar Ali,Strasbourg,fr FRA,"MF,FW",0,2,0,0,2,0,0,1,,0,1,0,1,3,2,Matches
Eduard Sobol,Strasbourg,ua UKR,DF,0,0,4,0,0,0,0,0,,0,0,0,2,0,1,Matches
Steven Baseya,Strasbourg,fr FRA,DF,0,2,2,1,1,0,1,0,100.0,0,0,0,0,2,1,Matches
Sanjin Prcić,Strasbourg,ba BIH,MF,0,0,0,0,0,0,0,1,0.0,1,2,1,3,3,1,Matches
Mohamed Bechikh,Strasbourg,fr FRA,"FW,MF",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Samir El Mourabet,Strasbourg,fr FRA,FW,,,0,,,,,,,,,,0,0,,Matches
Patrick Ouotro,Strasbourg,ci CIV,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
David Soria,Getafe,es ESP,GK,6,0,0,0,0,0,0,0,0.0,2,0,0,0,0,21,Matches
Nemanja Maksimović,Getafe,rs SRB,MF,0,65,46,26,31,8,23,33,56.1,18,56,23,48,111,61,Matches
Mason Greenwood,Getafe,eng ENG,"MF,FW",0,11,7,3,5,3,4,9,19.0,17,9,0,4,15,4,Matches
Diego Rico,Getafe,es ESP,DF,0,64,50,32,23,9,41,17,53.9,35,25,8,46,105,76,Matches
Gastón Álvarez,Getafe,uy URU,DF,0,68,42,43,20,5,37,29,64.9,20,40,11,37,103,80,Matches
Djené,Getafe,tg TOG,"DF,MF",0,34,21,18,13,3,15,16,57.7,11,31,15,23,57,70,Matches
Omar Alderete,Getafe,py PAR,DF,0,28,25,15,13,0,19,12,54.3,16,30,18,18,41,111,Matches
Luis Milla,Getafe,es ESP,MF,0,57,36,19,28,10,28,19,59.6,19,20,1,38,89,10,Matches
Borja Mayoral,Getafe,es ESP,FW,0,9,5,2,2,5,5,7,22.7,17,7,0,4,13,16,Matches
Jaime Mata,Getafe,es ESP,"FW,MF",0,24,15,12,8,4,11,17,42.3,15,18,1,17,41,31,Matches
Juanmi Latasa,Getafe,es ESP,FW,0,9,8,0,6,3,1,9,9.1,10,9,0,4,13,21,Matches
Iglesias,Getafe,es ESP,"DF,FW",0,41,29,25,11,5,21,11,63.6,12,18,7,20,57,53,Matches
Damián Suárez,Getafe,uy URU,DF,0,36,24,16,16,4,26,10,57.8,19,13,3,10,46,31,Matches
Carmona,Getafe,es ESP,"DF,MF",0,30,24,13,14,3,9,13,32.1,19,15,2,22,51,25,Matches
Óscar Rodríguez Arnaiz,Getafe,es ESP,"MF,FW",0,24,16,2,15,7,9,11,60.0,6,12,1,5,29,5,Matches
Carles Aleñá,Getafe,es ESP,MF,0,24,11,7,14,3,10,11,41.7,14,14,3,4,28,13,Matches
Domingos Duarte,Getafe,pt POR,DF,0,7,7,6,0,1,5,2,71.4,2,7,5,9,15,27,Matches
Stefan Mitrović,Getafe,rs SRB,DF,0,9,6,7,2,0,4,1,50.0,4,3,2,6,15,26,Matches
Jordi,Getafe,es ESP,"MF,DF",0,16,15,3,11,2,7,5,46.7,8,7,2,10,24,7,Matches
Jesús Santiago,Getafe,es ESP,MF,0,17,8,8,5,4,4,3,57.1,3,3,0,0,17,8,Matches
Ilaix Moriba,Getafe,gn GUI,"MF,FW",0,20,11,3,11,6,4,2,44.4,5,3,1,4,24,10,Matches
Mauro Arambarri,Getafe,uy URU,MF,0,6,2,3,2,1,1,1,16.7,5,1,0,2,8,7,Matches
Fabrizio Angileri,Getafe,ar ARG,"DF,MF",0,1,1,1,0,0,1,0,33.3,2,0,0,4,5,8,Matches
Enes Ünal,Getafe,tr TUR,"FW,MF",0,0,0,0,0,0,0,1,,0,1,0,0,0,2,Matches
Daniel Fuzato,Getafe,br BRA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Anthony Lozano,Getafe,hn HON,"MF,FW",0,0,2,0,0,0,0,0,0.0,1,0,0,1,0,1,Matches
Nabil Aberdin,Getafe,fr FRA,DF,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,4,Matches
Alberto Risco,Getafe,es ESP,MF,0,2,2,1,1,0,0,0,0.0,4,0,0,0,2,1,Matches
Portu,Getafe,es ESP,FW,0,5,3,4,0,1,5,0,83.3,1,0,0,0,5,0,Matches
John Joe,Getafe,ie IRL,MF,,,2,,,,,,,,,,0,0,,Matches
Santiago García,Getafe,,FW,0,1,0,0,0,1,1,0,100.0,0,0,0,0,1,0,Matches
Gorka Rivera Alonso,Getafe,es ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Yassin Tallal,Getafe,es ESP,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Jeremy Jorge,Getafe,es ESP,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
James Tarkowski,Everton,eng ENG,DF,2,61,44,46,14,1,27,26,56.3,21,82,56,66,117,191,Matches
Jordan Pickford,Everton,eng ENG,GK,1,1,0,1,0,0,1,3,100.0,0,3,0,0,1,19,Matches
Jarrad Branthwaite,Everton,eng ENG,DF,2,66,38,42,22,2,45,15,72.6,17,51,36,55,116,163,Matches
James Garner,Everton,eng ENG,MF,1,83,62,32,38,13,35,31,42.7,47,45,14,53,128,47,Matches
Dwight McNeil,Everton,eng ENG,"MF,FW",0,44,32,16,14,14,24,37,43.6,31,44,7,23,66,37,Matches
Vitaliy Mykolenko,Everton,ua UKR,DF,0,69,43,46,21,2,41,25,62.1,25,36,11,39,105,92,Matches
Abdoulaye Doucouré,Everton,ml MLI,"FW,MF",0,43,28,20,14,9,18,20,39.1,28,23,3,16,58,19,Matches
Amadou Onana,Everton,be BEL,MF,0,71,45,32,31,8,21,19,50.0,21,25,6,30,92,31,Matches
Jack Harrison,Everton,eng ENG,"MF,FW",0,37,27,12,12,13,17,20,34.7,32,25,5,15,49,24,Matches
Dominic Calvert-Lewin,Everton,eng ENG,FW,0,13,8,2,6,5,2,10,13.3,13,14,4,5,17,38,Matches
Ashley Young,Everton,eng ENG,"DF,MF",3,53,42,28,19,6,30,18,55.6,24,24,6,24,75,50,Matches
Idrissa Gana Gueye,Everton,sn SEN,MF,0,73,50,32,27,14,29,17,63.0,17,24,7,32,101,16,Matches
Nathan Patterson,Everton,sct SCO,DF,0,34,34,21,11,2,14,11,37.8,23,14,3,12,43,33,Matches
Ben Godfrey,Everton,eng ENG,DF,0,30,21,17,8,5,15,6,53.6,13,14,8,17,46,57,Matches
Beto,Everton,gw GNB,FW,0,14,7,1,6,7,4,11,33.3,8,11,0,3,15,14,Matches
Arnaut Danjuma,Everton,nl NED,"MF,FW",0,6,5,2,3,1,1,4,25.0,3,4,0,4,9,0,Matches
Séamus Coleman,Everton,ie IRL,DF,1,17,14,10,3,4,11,8,68.8,5,12,4,10,24,26,Matches
Michael Keane,Everton,eng ENG,DF,1,7,6,3,3,1,1,1,14.3,6,5,4,13,12,18,Matches
André Gomes,Everton,pt POR,"MF,FW",1,7,4,2,3,2,3,9,23.1,10,10,1,3,10,4,Matches
Lewis Dobbin,Everton,eng ENG,MF,0,9,7,3,5,1,5,4,55.6,4,5,1,2,10,0,Matches
João Virgínia,Everton,pt POR,GK,,,0,,,,,,,,,,0,0,,Matches
Youssef Chermiti,Everton,pt POR,FW,0,3,3,2,1,0,1,3,20.0,4,4,1,1,4,2,Matches
Alex Iwobi,Everton,ng NGA,MF,0,2,0,1,0,1,2,2,66.7,1,2,0,1,3,0,Matches
Neal Maupay,Everton,fr FRA,FW,0,0,2,0,0,0,0,2,0.0,1,2,0,0,0,1,Matches
Lewis Warrington,Everton,eng ENG,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Thomas Cannon,Everton,ie IRL,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Tyler Onyango,Everton,eng ENG,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Jonas Wind,Wolfsburg,dk DEN,FW,0,13,12,4,6,3,7,9,41.2,10,13,4,3,16,21,Matches
Maximilian Arnold,Wolfsburg,de GER,MF,0,51,34,15,27,9,28,19,49.1,29,23,4,26,75,60,Matches
Joakim Mæhle,Wolfsburg,dk DEN,"DF,MF",0,62,39,33,18,11,41,38,64.1,23,43,5,33,91,65,Matches
Maxence Lacroix,Wolfsburg,fr FRA,DF,0,48,33,28,18,2,29,23,70.7,12,35,12,27,72,121,Matches
Koen Casteels,Wolfsburg,be BEL,GK,5,2,1,2,0,0,2,0,66.7,1,0,0,0,2,16,Matches
Ridle Baku,Wolfsburg,de GER,"DF,MF",1,37,24,24,7,6,21,26,45.7,25,27,1,23,58,45,Matches
Lovro Majer,Wolfsburg,hr CRO,"MF,FW",0,39,18,17,22,0,12,19,38.7,19,20,1,12,51,13,Matches
Cedric Zesiger,Wolfsburg,ch SUI,DF,1,19,12,13,4,2,10,11,45.5,12,32,21,15,34,88,Matches
Yannick Gerhardt,Wolfsburg,de GER,"MF,DF",0,31,23,16,12,3,9,13,28.1,23,15,2,7,38,35,Matches
Moritz Jenz,Wolfsburg,de GER,DF,0,34,24,21,11,2,14,12,66.7,7,29,17,28,60,94,Matches
Mattias Svanberg,Wolfsburg,se SWE,MF,0,37,20,8,19,10,12,20,31.6,26,25,5,24,58,28,Matches
Sebastiaan Bornauw,Wolfsburg,be BEL,DF,0,26,14,19,7,0,13,9,68.4,6,21,12,19,44,81,Matches
Kevin Paredes,Wolfsburg,us USA,"FW,MF",0,42,22,22,13,7,20,25,58.8,14,27,2,23,65,26,Matches
Aster Vranckx,Wolfsburg,be BEL,MF,0,32,20,11,11,10,15,11,53.6,13,17,6,15,46,29,Matches
Tiago Tomás,Wolfsburg,pt POR,"FW,MF",0,5,3,3,0,2,1,13,16.7,5,13,0,5,8,9,Matches
Václav Černý,Wolfsburg,cz CZE,"FW,MF",0,8,3,3,4,1,2,13,14.3,12,13,0,10,16,6,Matches
Rogério,Wolfsburg,br BRA,DF,1,14,6,7,5,2,10,11,71.4,4,16,5,6,19,23,Matches
Pavao Pervan,Wolfsburg,at AUT,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,Matches
Patrick Wimmer,Wolfsburg,at AUT,"FW,MF",0,14,5,5,5,4,8,14,44.4,10,14,0,3,17,7,Matches
Kevin Behrens,Wolfsburg,de GER,FW,0,2,1,0,1,1,0,9,0.0,2,9,0,3,5,6,Matches
Jakub Kamiński,Wolfsburg,pl POL,"FW,MF",0,14,5,12,2,0,3,3,50.0,3,3,0,2,16,5,Matches
Amin Sarr,Wolfsburg,se SWE,"FW,MF",0,3,2,1,2,0,1,5,50.0,1,6,1,2,5,1,Matches
Nicolas Cozza,Wolfsburg,fr FRA,DF,0,8,8,4,4,0,2,3,28.6,5,3,0,4,12,6,Matches
Kilian Fischer,Wolfsburg,de GER,"DF,MF",0,8,6,4,3,1,2,7,40.0,3,8,1,1,9,12,Matches
Lukas Nmecha,Wolfsburg,de GER,FW,0,1,2,0,0,1,0,1,,0,1,0,0,1,0,Matches
Dženan Pejčinović,Wolfsburg,de GER,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Bennit Bröger,Wolfsburg,de GER,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Kofi Amoako,Wolfsburg,de GER,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Lucas Ocampos,Sevilla,ar ARG,FW,0,71,51,23,31,17,31,37,48.4,33,38,1,27,96,31,Matches
Sergio Ramos,Sevilla,es ESP,DF,0,47,36,33,12,2,29,8,65.9,15,47,39,50,92,172,Matches
Youssef En-Nesyri,Sevilla,ma MAR,FW,1,15,10,5,6,4,2,11,16.7,10,13,2,10,25,31,Matches
Boubakary Soumaré,Sevilla,fr FRA,MF,1,44,35,26,17,1,16,20,55.2,13,28,8,30,73,22,Matches
Loïc Bade,Sevilla,fr FRA,DF,2,69,46,57,12,0,34,8,64.2,19,24,16,47,108,123,Matches
Ørjan Nyland,Sevilla,no NOR,GK,1,0,0,0,0,0,0,0,0.0,2,0,0,0,0,9,Matches
Adrià Pedrosa,Sevilla,es ESP,"DF,FW",0,52,39,31,17,4,27,20,60.0,18,27,7,19,69,58,Matches
Jesús Navas,Sevilla,es ESP,DF,0,45,37,25,17,3,24,10,57.1,18,18,8,28,69,57,Matches
Nemanja Gudelj,Sevilla,rs SRB,DF,0,43,31,25,15,3,24,10,54.5,20,21,11,32,74,73,Matches
Óliver Torres,Sevilla,es ESP,"FW,MF",0,38,29,17,16,5,23,38,39.7,35,42,4,8,44,6,Matches
Djibril Sow,Sevilla,ch SUI,MF,1,33,24,17,11,5,10,19,35.7,18,23,4,20,51,11,Matches
Ivan Rakitić,Sevilla,hr CRO,MF,0,41,21,11,21,9,14,15,48.3,15,22,7,21,58,15,Matches
Kike Salas,Sevilla,es ESP,DF,1,45,27,27,15,3,24,13,63.2,14,27,14,33,76,98,Matches
Juanlu Sánchez,Sevilla,es ESP,DF,0,71,50,44,22,5,43,22,52.4,39,30,8,18,85,41,Matches
Suso,Sevilla,es ESP,MF,0,25,20,15,8,2,9,9,28.1,23,9,0,5,30,4,Matches
Marko Dmitrović,Sevilla,rs SRB,GK,0,1,1,1,0,0,1,0,50.0,1,0,0,1,2,8,Matches
Marcos Acuña,Sevilla,ar ARG,DF,0,35,24,21,13,1,10,10,62.5,6,13,3,6,40,27,Matches
Dodi Lukebakio,Sevilla,be BEL,FW,0,7,4,2,4,1,2,8,20.0,8,10,2,3,10,5,Matches
Isaac Bernal,Sevilla,es ESP,FW,0,6,4,2,2,2,5,12,55.6,4,12,0,0,6,11,Matches
Érik Lamela,Sevilla,ar ARG,"FW,MF",0,28,21,7,12,9,13,16,68.4,6,16,0,3,31,5,Matches
Fernando,Sevilla,br BRA,MF,0,22,16,10,9,3,12,5,60.0,8,8,3,11,33,17,Matches
Lucien Agoume,Sevilla,fr FRA,MF,0,23,18,7,14,2,9,5,75.0,3,6,1,7,30,8,Matches
Joan Jordán,Sevilla,es ESP,MF,0,13,12,6,5,2,10,2,52.6,9,4,2,7,17,2,Matches
Rafa Mir,Sevilla,es ESP,FW,0,2,6,1,1,0,1,2,50.0,1,2,0,3,4,1,Matches
Tanguy Nianzou,Sevilla,fr FRA,DF,1,12,10,9,2,1,8,2,72.7,3,2,0,6,16,10,Matches
Marcão,Sevilla,br BRA,DF,1,9,7,5,4,0,6,2,60.0,4,8,6,5,13,11,Matches
Mariano,Sevilla,do DOM,"MF,FW",0,2,2,0,2,0,0,2,0.0,1,2,0,2,2,2,Matches
Adnan Januzaj,Sevilla,be BEL,"FW,MF",0,3,5,2,0,1,0,2,0.0,1,2,0,2,4,0,Matches
Manuel Sebastián,Sevilla,es ESP,MF,0,4,3,4,0,0,3,3,100.0,0,3,0,1,4,1,Matches
Yassine Bounou,Sevilla,ma MAR,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Federico Gattoni,Sevilla,ar ARG,DF,0,1,3,1,0,0,1,0,100.0,0,0,0,3,1,1,Matches
Hannibal Mejbri,Sevilla,tn TUN,MF,0,3,3,1,2,0,0,1,0.0,1,1,0,0,3,0,Matches
Darío Fuentes,Sevilla,es ESP,DF,,,5,,,,,,,,,,2,0,,Matches
Alberto López,Sevilla,es ESP,GK,,,0,,,,,,,,,,0,0,,Matches
Diego Iturralde,Sevilla,es ESP,DF,0,0,0,0,0,0,0,0,,0,1,1,0,0,2,Matches
Alejo Véliz,Sevilla,ar ARG,FW,0,1,0,0,1,0,1,0,50.0,1,0,0,0,1,1,Matches
Jesús Corona,Sevilla,mx MEX,"MF,DF",0,0,0,0,0,0,0,0,,0,0,0,1,1,0,Matches
Gonzalo Montiel,Sevilla,ar ARG,DF,,,0,,,,,,,,,,0,0,,Matches
Joaquín Martínez Gauna,Sevilla,es ESP,FW,,,0,,,,,,,,,,0,0,,Matches
Óscar Mingueza,Celta Vigo,es ESP,"DF,MF",2,62,40,44,11,7,37,31,46.3,43,38,7,17,79,49,Matches
Unai Núñez,Celta Vigo,es ESP,DF,3,51,30,30,19,2,23,14,46.9,26,38,24,55,103,153,Matches
Jørgen Strand Larsen,Celta Vigo,no NOR,FW,0,21,11,1,15,5,8,14,21.1,30,15,1,5,26,17,Matches
Iago Aspas,Celta Vigo,es ESP,FW,0,11,6,4,6,1,1,20,6.7,14,23,3,10,21,8,Matches
Fran Beltrán,Celta Vigo,es ESP,MF,0,56,38,22,23,11,24,26,38.1,39,28,2,26,74,34,Matches
Carl Starfelt,Celta Vigo,se SWE,DF,2,36,33,30,5,1,19,7,67.9,9,35,28,37,70,159,Matches
Vicente Guaita,Celta Vigo,es ESP,GK,1,1,1,1,0,0,1,0,50.0,1,0,0,0,1,9,Matches
Luca de la Torre,Celta Vigo,us USA,MF,0,39,23,12,22,5,22,19,51.2,21,23,4,13,51,17,Matches
Jonathan Bamba,Celta Vigo,ci CIV,"MF,FW",0,14,9,4,8,2,2,20,11.8,15,20,0,18,32,12,Matches
Manu Sánchez,Celta Vigo,es ESP,"DF,MF",0,54,32,21,25,8,31,20,56.4,24,23,3,20,73,65,Matches
Carlos Dominguez,Celta Vigo,es ESP,DF,0,33,26,17,9,7,23,12,62.2,14,24,12,27,55,78,Matches
Renato Tapia,Celta Vigo,pe PER,"MF,DF",1,41,30,19,19,3,14,24,56.0,11,31,7,23,62,50,Matches
Iván Villar,Celta Vigo,es ESP,GK,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,6,Matches
Anastasios Douvikas,Celta Vigo,gr GRE,FW,0,15,11,2,6,7,3,3,37.5,5,6,3,3,17,9,Matches
Jailson Siqueira,Celta Vigo,br BRA,"DF,MF",0,27,21,22,5,0,13,8,54.2,11,13,5,14,39,32,Matches
Mihailo Ristić,Celta Vigo,rs SRB,"DF,MF",0,15,16,9,6,0,9,7,75.0,3,9,2,14,25,23,Matches
Kevin Vázquez,Celta Vigo,es ESP,DF,0,15,23,7,7,1,12,8,57.1,9,11,3,12,20,25,Matches
Hugo Sotelo,Celta Vigo,es ESP,MF,0,19,26,3,13,3,8,6,40.0,12,7,1,5,21,5,Matches
Carlos Dotor,Celta Vigo,es ESP,MF,0,14,10,3,8,3,4,10,30.8,9,12,2,5,18,4,Matches
Hugo Álvarez,Celta Vigo,es ESP,"MF,DF",0,14,10,8,3,3,9,3,45.0,11,4,1,6,19,9,Matches
Williot Swedberg,Celta Vigo,se SWE,"FW,MF",0,9,7,3,6,0,5,10,62.5,3,11,1,1,9,4,Matches
Carles Pérez,Celta Vigo,es ESP,"MF,DF",0,13,9,6,5,2,7,13,38.9,11,14,1,5,18,8,Matches
Javier Manquillo,Celta Vigo,es ESP,"DF,MF",0,15,11,6,5,4,8,11,53.3,7,14,3,3,18,17,Matches
Franco Cervi,Celta Vigo,ar ARG,"MF,DF",0,24,21,13,9,2,13,16,54.2,11,16,0,14,33,4,Matches
Miguel Rodríguez,Celta Vigo,es ESP,MF,0,6,4,3,1,2,3,8,33.3,6,8,0,5,10,0,Matches
Joseph Aidoo,Celta Vigo,gh GHA,DF,0,8,3,6,2,0,4,2,50.0,4,3,1,4,12,28,Matches
Tadeo Allende,Celta Vigo,ar ARG,"MF,FW",0,6,1,3,2,1,4,3,66.7,2,3,0,3,9,3,Matches
Damián Rodríguez,Celta Vigo,es ESP,MF,0,6,3,1,3,2,1,2,33.3,2,4,2,1,7,2,Matches
Agustín Marchesín,Celta Vigo,ar ARG,GK,,,0,,,,,,,,,,0,0,,Matches
Yoel Lago,Celta Vigo,es ESP,DF,0,2,0,2,0,0,0,1,,0,1,0,0,2,2,Matches
Javier Rueda Garcia,Celta Vigo,es ESP,"MF,DF",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Gabriel Veiga,Celta Vigo,es ESP,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Javi Rodríguez,Celta Vigo,es ESP,DF,,,0,,,,,,,,,,0,0,,Matches
Predrag Rajković,Mallorca,rs SRB,GK,0,2,1,2,0,0,2,0,100.0,0,0,0,0,2,14,Matches
Giovanni González,Mallorca,uy URU,DF,2,73,55,37,32,4,40,21,49.4,41,24,3,36,104,60,Matches
Dani Rodríguez,Mallorca,es ESP,MF,0,47,28,21,20,6,21,29,46.7,24,34,5,16,62,21,Matches
Martin Valjent,Mallorca,sk SVK,DF,1,34,20,19,13,2,18,15,60.0,12,26,11,33,63,112,Matches
Matija Nastasić,Mallorca,rs SRB,DF,0,35,21,26,9,0,24,13,75.0,8,33,20,36,64,114,Matches
Samu Costa,Mallorca,pt POR,MF,3,91,55,40,46,5,46,14,49.5,47,28,14,43,130,59,Matches
Antonio Raillo,Mallorca,es ESP,DF,2,30,26,18,12,0,17,14,73.9,6,44,30,40,67,104,Matches
Vedat Muriqi,Mallorca,xk KVX,FW,0,11,6,4,3,4,2,7,14.3,12,11,4,6,17,26,Matches
Sergi Darder,Mallorca,es ESP,MF,0,39,28,13,21,5,12,16,38.7,19,20,4,20,55,16,Matches
Cyle Larin,Mallorca,ca CAN,FW,0,17,8,6,4,7,2,11,28.6,5,16,5,3,20,17,Matches
Copete,Mallorca,es ESP,DF,1,45,40,27,17,1,30,6,69.8,13,12,6,39,77,47,Matches
Jaume Costa,Mallorca,es ESP,DF,0,38,25,23,10,5,18,10,62.1,11,14,4,16,54,35,Matches
Manu Morlanes,Mallorca,es ESP,MF,0,50,37,23,26,1,23,12,43.4,30,13,1,20,70,21,Matches
Toni Lato,Mallorca,es ESP,DF,0,38,30,19,13,6,16,14,59.3,11,17,3,22,55,27,Matches
Antonio Sánchez,Mallorca,es ESP,MF,0,25,19,13,10,2,11,19,34.4,21,24,5,15,38,13,Matches
Omar Mascarell,Mallorca,gq EQG,MF,1,33,19,16,17,0,18,16,51.4,17,24,8,33,64,30,Matches
Abdón Prats,Mallorca,es ESP,"FW,MF",0,6,6,2,2,2,3,3,60.0,2,6,3,3,8,12,Matches
Pablo Maffeo,Mallorca,es ESP,DF,0,35,24,18,13,4,23,10,57.5,17,12,2,13,45,23,Matches
Dominik Greif,Mallorca,sk SVK,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Amath,Mallorca,sn SEN,"FW,MF",0,9,10,7,2,0,2,2,20.0,8,2,0,3,12,6,Matches
Siebe Van Der Heyden,Mallorca,be BEL,DF,0,9,6,7,2,0,4,0,66.7,2,1,1,13,16,12,Matches
Javier Llabrés,Mallorca,es ESP,"MF,FW",0,3,2,1,1,1,1,1,50.0,1,1,0,3,6,4,Matches
Nemanja Radonjić,Mallorca,rs SRB,"MF,DF",0,4,2,1,3,0,1,2,25.0,3,2,0,3,7,3,Matches
Nacho Vidal,Mallorca,es ESP,DF,0,12,5,4,5,3,6,3,46.2,7,5,2,3,15,9,Matches
Iván Cuéllar,Mallorca,es ESP,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
David López,Mallorca,es ESP,DF,,,2,,,,,,,,,,6,0,,Matches
Daniel Luna,Mallorca,co COL,MF,,,4,,,,,,,,,,0,0,,Matches
Rubén Quintanilla,Mallorca,es ESP,MF,,,0,,,,,,,,,,1,0,,Matches
Pau Mascaró,Mallorca,es ESP,FW,,,0,,,,,,,,,,0,0,,Matches
Marcos Fernández Cózar,Mallorca,es ESP,DF,,,0,,,,,,,,,,0,0,,Matches
Álvaro Vallés,Las Palmas,es ESP,GK,1,3,2,3,0,0,3,0,37.5,5,0,0,0,3,40,Matches
Kirian Rodríguez,Las Palmas,es ESP,MF,1,52,32,22,25,5,24,36,35.8,43,39,3,28,80,23,Matches
Mika Màrmol,Las Palmas,es ESP,DF,2,70,42,44,24,2,35,20,66.0,18,39,19,44,114,147,Matches
Sergi Cardona,Las Palmas,es ESP,DF,0,90,56,52,29,9,55,38,57.3,41,45,7,46,136,102,Matches
Álex Suárez,Las Palmas,es ESP,DF,0,53,38,33,15,5,31,19,83.8,6,33,14,18,71,84,Matches
Javier Muñoz,Las Palmas,es ESP,MF,1,42,23,14,22,6,16,36,36.4,28,40,4,20,62,29,Matches
Munir El Haddadi,Las Palmas,ma MAR,FW,0,40,27,18,17,5,17,26,44.7,21,27,1,12,51,16,Matches
