Player Name,Club Name,Minutes%,Position,GoalsAllowedByTeamInHisPresence,GoalsScoredByTeamInHisPresence-GoalsScoredByTeamInHisAbsence,MinutesPlayed,MinutesPlayed/Match,Player,GamesStarted,MinutesStarted/Match,MatchesCompleted,SubstitueAppearances,Minutes/Substitution,GameAsUnusedSub,TeamPointsPerMatch,GoalsScoredByTeamInHisPresence,GoalsScored-GoalsAllowed,GoalsScored-GoalsAllowed/90,xGOfTeamScoring,xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding/90,xGOfTeamScoringWithHim-xGOfTeamScoringWithoutHim/90,+/-,+/-90
Gabriel Suazo,Toulouse,79.1,DF,52,-0.54,"3,203",76,35.6,37,83,23,5,23,1,1.24,44,-8,-0.22,36.2,49.4,-13.2,-0.41,-0.33,Matches,
Cristian Cásseres Jr.,Toulouse,65.1,MF,42,+0.02,"2,636",63,29.3,32,78,15,10,16,3,1.36,39,-3,-0.10,29.2,39.0,-9.8,-0.36,-0.08,Matches,
Aron Dønnum,Toulouse,57.1,"FW,MF",34,-0.29,"2,312",62,25.7,28,75,3,9,24,1,1.32,28,-6,-0.23,28.6,37.2,-8.6,-0.35,-0.04,Matches,
Mikkel Desler,Toulouse,55.4,DF,30,-0.07,"2,095",68,23.3,26,76,13,5,24,2,1.23,26,-4,-0.17,26.3,34.0,-7.7,-0.33,0.00,Matches,
Moussa Diarra,Toulouse,52.6,DF,30,+0.21,"2,037",66,22.6,23,82,16,8,20,4,1.29,28,-2,-0.09,21.2,35.7,-14.5,-0.67,-0.70,Matches,
Stijn Spierings,Toulouse,45.8,MF,27,-0.24,"1,855",69,20.6,20,85,14,7,22,3,1.11,22,-5,-0.24,22.5,26.6,-4.1,-0.22,+0.20,Matches,
Niklas Schmidt,Toulouse,43.3,MF,27,-0.44,"1,715",61,19.1,20,78,8,8,20,5,1.29,21,-6,-0.31,22.8,26.4,-3.6,-0.19,+0.25,Matches,
Frank Magri,Toulouse,43.0,"FW,MF",26,-0.15,"1,663",44,18.5,14,80,5,24,22,0,1.26,21,-5,-0.27,23.9,27.5,-3.6,-0.20,+0.24,Matches,
Waren Kamanzi,Toulouse,37.0,"DF,FW",26,-0.40,"1,500",45,16.7,14,79,7,19,21,10,1.30,20,-6,-0.36,18.5,22.4,-3.9,-0.27,+0.10,Matches,
Christian Mawissa,Toulouse,36.6,DF,25,+0.65,"1,482",67,16.5,16,83,11,6,25,12,1.64,30,+5,+0.30,19.4,17.4,+2.0,+0.15,+0.71,Matches,
Yann Gboho,Toulouse,36.1,"MF,FW",21,+0.60,"1,431",75,15.9,16,84,4,3,29,0,1.48,26,+5,+0.31,20.8,18.2,+2.6,+0.17,+0.79,Matches,
Gelabert,Toulouse,26.3,"MF,FW",18,-0.42,"1,064",43,11.8,13,67,0,12,16,19,1.28,13,-5,-0.42,8.9,18.6,-9.7,-0.92,-0.78,Matches,
Zakaria Aboukhlal,Toulouse,21.0,"MF,FW",10,+0.32,793,57,8.8,10,71,1,4,21,0,1.50,11,+1,+0.11,8.1,13.8,-5.8,-0.65,-0.41,Matches,
Kévin Keben Biakolo,Toulouse,16.8,DF,8,+0.72,680,62,7.6,8,72,3,3,35,22,1.82,12,+4,+0.53,8.5,9.5,-1.0,-0.16,+0.21,Matches,
Denis Genreau,Toulouse,13.6,"MF,FW",8,-0.43,527,41,5.9,5,75,1,8,19,9,1.15,5,-3,-0.51,6.5,11.5,-5.0,-0.85,-0.60,Matches,
Ibrahim Cissoko,Toulouse,11.4,"FW,MF",6,+0.57,462,31,5.1,5,65,0,10,14,13,0.87,8,+2,+0.39,3.9,4.0,-0.1,-0.04,+0.32,Matches,
Shavy Babicka,Toulouse,10.6,"FW,MF",9,+0.08,421,28,4.7,4,67,1,11,14,3,1.40,9,0,0.00,5.5,4.8,+0.7,+0.15,+0.54,Matches,
Yanis Begraoui,Toulouse,9.7,"FW,MF",8,-0.69,391,22,4.3,4,60,0,14,11,6,1.06,5,-3,-0.69,4.4,8.8,-4.4,-1.20,-0.95,Matches,
Naatan Skyttä,Toulouse,6.5,"MF,FW",4,+0.48,263,20,2.9,1,66,0,12,16,6,1.08,5,+1,+0.34,4.0,5.1,-1.1,-0.72,-0.40,Matches,
Álex Domínguez,Toulouse,4.4,GK,3,,180,90,2.0,2,90,2,0,,43,2.00,6,+3,+1.50,,,,,,Matches,
Mamady Bangré,Toulouse,2.7,"FW,MF",1,+0.12,101,13,1.1,0,,0,8,13,11,0.75,1,0,0.00,1.6,2.1,-0.5,-0.44,-0.22,Matches,
Fares Chaïbi,Toulouse,1.9,"FW,MF",1,+0.12,58,29,0.6,0,,0,2,29,0,1.50,1,0,0.00,0.2,2.0,-1.8,-2.79,-2.61,Matches,
Noah Lahmadi,Toulouse,0.7,MF,0,+2.60,24,24,0.3,0,,0,1,24,5,3.00,1,+1,+3.75,,,,,,Matches,
Noah Edjouma,Toulouse,0.4,FW,0,+13.31,13,7,0.1,0,,0,2,7,3,2.00,2,+2,+13.85,,,,,,Matches,
Ylies Aradj,Toulouse,,DF,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Nicolas Wasbauer,Toulouse,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Edhy Zuliani,Toulouse,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Rafik Messali,Toulouse,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Anthony Rouault,Toulouse,,DF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Oliver Zandén,Toulouse,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Justin Lacombe,Toulouse,,GK,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Pascal Groß,Brighton,87,de GER,70,+0.13,47,"4,104",93.1,45.6,45,90,43,2,33,0,1.43,64,+6,+2.19,64.4,59.0,+5.4,+0.13,+0.25,Matches
Lewis Dunk,Brighton,85,eng ENG,63,+0.05,43,"3,655",81.2,40.6,42,86,36,1,29,1,1.51,61,+2,+0.41,55.2,53.2,+2.0,+0.05,-0.34,Matches
Jan Paul van Hecke,Brighton,86,nl NED,59,+0.16,39,"3,353",74.5,37.3,37,90,36,2,15,4,1.44,53,+6,+0.79,49.7,44.3,+5.4,+0.16,+0.19,Matches
Billy Gilmour,Brighton,71,sct SCO,58,+0.31,41,"2,914",64.8,32.4,32,83,13,9,29,1,1.56,48,+10,+0.99,50.5,41.7,+8.8,+0.29,+0.53,Matches
Simon Adingra,Brighton,71,ci CIV,41,-0.06,40,"2,845",63.2,31.6,32,83,16,8,22,2,1.32,43,-2,-0.12,42.4,41.9,+0.5,+0.02,-0.28,Matches
João Pedro,Brighton,69,br BRA,50,+0.16,40,"2,742",60.9,30.5,27,85,12,13,35,0,1.48,45,+5,+0.52,44.4,35.2,+9.2,+0.33,+0.56,Matches
Bart Verbruggen,Brighton,90,nl NED,44,+0.41,27,"2,430",54.0,27.0,27,90,27,0,,23,1.63,33,+11,+0.97,32.1,33.1,-1.0,-0.04,-0.32,Matches
Igor,Brighton,69,br BRA,30,-0.28,33,"2,286",50.8,25.4,24,82,15,9,35,12,1.31,37,-7,-0.48,33.9,31.2,+2.7,+0.12,+0.02,Matches
Danny Welbeck,Brighton,56,eng ENG,31,-0.22,37,"2,083",46.3,23.1,24,71,5,13,28,1,1.22,36,-5,-0.33,34.9,33.0,+1.9,+0.09,-0.04,Matches
Jason Steele,Brighton,90,eng ENG,31,-0.57,23,"2,070",46.0,23.0,23,90,23,0,,27,1.13,44,-13,-1.03,37.0,31.0,+6.0,+0.27,+0.32,Matches
Kaoru Mitoma,Brighton,79,jp JPN,42,+0.39,26,"2,062",48.7,22.9,22,86,16,4,42,0,1.54,33,+9,+1.02,38.4,28.9,+9.5,+0.43,+0.62,Matches
Joël Veltman,Brighton,60,nl NED,35,+0.05,33,"1,965",46.5,21.8,21,82,17,12,20,5,1.46,34,+1,+0.29,29.9,29.4,+0.6,+0.03,-0.16,Matches
Facundo Buonanotte,Brighton,52,ar ARG,24,-0.19,36,"1,854",41.2,20.6,23,67,1,13,25,9,1.31,28,-4,-0.26,26.4,24.6,+1.8,+0.10,-0.01,Matches
Pervis Estupiñán,Brighton,66,ec ECU,35,0.00,27,"1,781",39.6,19.8,21,79,14,6,21,1,1.48,35,0,+0.07,25.0,27.4,-2.4,-0.15,-0.40,Matches
Evan Ferguson,Brighton,48,ie IRL,34,+0.10,36,"1,727",39.2,19.2,18,73,4,18,23,1,1.72,32,+2,+0.20,25.5,23.5,+2.0,+0.12,+0.01,Matches
Carlos Baleba,Brighton,40,cm CMR,15,-0.84,37,"1,494",33.2,16.6,16,77,7,21,13,9,1.35,29,-14,-1.20,16.4,24.1,-7.7,-0.50,-0.91,Matches
Tariq Lamptey,Brighton,52,gh GHA,17,-0.76,25,"1,299",28.9,14.4,14,72,4,11,27,0,1.28,28,-11,-1.02,16.7,20.0,-3.3,-0.25,-0.50,Matches
Adam Webster,Brighton,71,eng ENG,23,-0.14,18,"1,273",28.9,14.1,14,86,12,4,19,18,1.44,25,-2,-0.17,21.9,17.5,+4.5,+0.35,+0.33,Matches
Jack Hinshelwood,Brighton,71,eng ENG,24,+0.22,17,"1,214",27.0,13.5,12,81,5,5,49,8,1.64,21,+3,+0.36,18.4,16.4,+2.0,+0.17,+0.09,Matches
Ansu Fati,Brighton,37,es ESP,20,0.00,27,"1,000",22.2,11.1,9,61,1,18,25,5,1.26,20,0,+0.05,17.8,11.2,+6.5,+0.66,+0.71,Matches
Adam Lallana,Brighton,32,eng ENG,15,+0.19,30,959,21.3,10.7,14,53,0,16,13,13,1.43,13,+2,+0.29,11.5,11.9,-0.4,-0.04,-0.19,Matches
James Milner,Brighton,47,eng ENG,14,0.00,20,949,21.5,10.5,14,60,1,6,19,4,1.70,14,0,+0.14,17.1,13.0,+4.1,+0.39,+0.37,Matches
Solly March,Brighton,76,eng ENG,16,-0.12,10,764,18.1,8.5,9,80,3,1,45,1,1.10,17,-1,+0.01,15.1,12.6,+2.5,+0.31,+0.25,Matches
Jakub Moder,Brighton,39,pl POL,8,-0.86,19,735,16.7,8.2,8,70,1,11,16,13,1.37,15,-7,-0.98,7.7,12.9,-5.2,-0.75,-0.97,Matches
Mahmoud Dahoud,Brighton,49,de GER,13,+0.66,14,679,16.1,7.5,9,67,0,5,15,10,2.07,8,+5,+0.94,10.0,5.8,+4.3,+0.63,+0.61,Matches
Julio Enciso,Brighton,40,py PAR,9,-0.76,15,593,13.4,6.6,7,60,0,8,22,1,1.20,14,-5,-0.85,9.5,11.9,-2.4,-0.38,-0.57,Matches
Valentín Barco,Brighton,45,ar ARG,1,-2.26,7,318,8.6,3.5,3,87,2,4,15,4,0.43,9,-8,-2.40,4.3,4.9,-0.7,-0.19,-0.25,Matches
Odeluga Offiah,Brighton,32,eng ENG,1,-1.41,4,128,3.5,1.4,1,73,0,3,18,5,0.25,3,-2,-1.27,1.9,2.2,-0.3,-0.19,-0.24,Matches
Mark O'Mahony,Brighton,21,ie IRL,0,-1.43,3,63,1.8,0.7,1,45,0,2,9,8,0.33,1,-1,-1.27,0.8,1.1,-0.4,-0.52,-0.57,Matches
Benicio Boaitey,Brighton,10,eng ENG,1,0.00,6,61,1.4,0.7,0,,0,6,10,13,0.83,1,0,+0.07,0.9,0.8,+0.1,+0.13,+0.09,Matches
Cameron Peupion,Brighton,23,au AUS,0,-1.96,2,46,1.0,0.5,1,45,0,1,1,8,1.50,1,-1,-3.97,,,,,,Matches
Josh Duffus,Brighton,3,eng ENG,0,0.00,1,3,0.1,0.0,0,,0,1,3,4,3.00,0,0,-0.25,0.1,0.0,+0.1,+1.22,+0.77,Matches
Jack Hinchy,Brighton,1,eng ENG,0,0.00,1,1,0.1,0.0,0,,0,1,1,2,3.00,0,0,-1.34,,,,,,Matches
Luca Barrington,Brighton,,eng ENG,,,0,,,,0,,0,0,,2,,,,,,,,,,Matches
Bigo Atom,Brighton,,de GER,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Ben Jackson,Brighton,,eng ENG,,,0,,,,0,,0,0,,2,,,,,,,,,,Matches
Samy Chouchane,Brighton,,tn TUN,,,0,,,,0,,0,0,,3,,,,,,,,,,Matches
Imari Samuels,Brighton,,eng ENG,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Leigh Kavanagh,Brighton,,ie IRL,,,0,,,,0,,0,0,,6,,,,,,,,,,Matches
Steven Alzate,Brighton,,co COL,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Thomas Mcgill,Brighton,,eng ENG,,,0,,,,0,,0,0,,8,,,,,,,,,,Matches
Illia Zabarnyi,Bournemouth,93.4,DF,70,-1.98,"3,727",89,41.4,41,91,41,1,7,0,1.29,59,-11,-0.27,54.0,57.2,-3.2,-0.09,-1.07,Matches,
Dominic Solanke,Bournemouth,88.8,FW,64,+0.76,"3,544",84,39.4,39,88,29,3,39,0,1.35,62,-2,-0.05,52.6,55.1,-2.5,-0.07,-0.35,Matches,
Ryan Christie,Bournemouth,81.2,MF,60,+0.13,"3,240",75,36.0,37,82,20,6,35,0,1.33,56,-4,-0.11,46.3,48.3,-2.0,-0.06,-0.03,Matches,
Lewis Cook,Bournemouth,80.2,MF,54,+0.97,"3,200",84,35.6,36,86,29,2,45,0,1.39,56,+2,+0.06,46.1,45.8,+0.3,+0.01,+0.36,Matches,
Neto,Bournemouth,78.0,GK,55,+0.39,"2,880",90,32.0,32,90,32,0,,6,1.22,46,-9,-0.28,49.0,49.5,-0.5,-0.02,+0.27,Matches,
Marcos Senesi,Bournemouth,67.0,DF,48,+0.61,"2,674",74,29.7,31,84,21,5,16,2,1.31,50,+2,+0.07,38.0,39.7,-1.7,-0.07,-0.03,Matches,
Adam Smith,Bournemouth,61.2,DF,36,+0.92,"2,441",79,27.1,28,86,17,3,12,6,1.55,42,+6,+0.22,37.6,31.6,+6.0,+0.25,+0.83,Matches,
Milos Kerkez,Bournemouth,58.7,DF,41,-0.60,"2,344",71,26.0,25,84,13,8,30,3,1.24,31,-10,-0.38,29.8,35.4,-5.6,-0.26,-0.47,Matches,
Marcus Tavernier,Bournemouth,58.5,FW,42,+0.23,"2,335",67,25.9,26,79,8,9,32,0,1.40,41,-1,-0.04,34.5,32.0,+2.5,+0.11,+0.43,Matches,
Antoine Semenyo,Bournemouth,57.6,FW,36,+0.87,"2,298",64,25.5,27,75,10,9,31,5,1.36,42,+6,+0.23,38.4,33.0,+5.3,+0.23,+0.74,Matches,
Justin Kluivert,Bournemouth,52.0,"MF,FW",26,+1.00,"2,074",58,23.0,27,68,0,9,25,8,1.25,34,+8,+0.35,33.5,28.7,+4.9,+0.23,+0.65,Matches,
Philip Billing,Bournemouth,44.0,MF,42,-1.41,"1,756",53,19.5,17,84,8,16,20,4,1.27,24,-18,-0.92,18.8,29.2,-10.4,-0.67,-1.04,Matches,
Lloyd Kelly,Bournemouth,41.3,DF,33,-0.33,"1,649",66,18.3,19,79,12,6,25,0,1.28,27,-6,-0.33,24.4,25.0,-0.6,-0.03,+0.04,Matches,
Max Aarons,Bournemouth,35.7,DF,38,-1.75,"1,426",62,15.8,15,86,11,8,18,6,0.96,18,-20,-1.26,14.2,27.1,-12.8,-0.94,-1.37,Matches,
Dango Ouattara,Bournemouth,34.9,"FW,DF",24,+0.01,"1,391",43,15.5,14,75,5,18,19,3,1.41,22,-2,-0.13,19.2,20.5,-1.3,-0.10,-0.06,Matches,
Alex Scott,Bournemouth,34.7,MF,30,-0.19,"1,386",51,15.4,15,73,4,12,24,2,1.26,26,-4,-0.26,17.3,17.0,+0.3,+0.02,+0.11,Matches,
Luis Sinisterra,Bournemouth,26.0,"FW,MF",20,+0.26,968,42,10.8,10,68,2,13,22,4,1.43,20,0,0.00,13.7,11.4,+2.2,+0.29,+0.44,Matches,
Chris Mepham,Bournemouth,21.1,DF,22,-0.51,842,65,9.4,9,80,7,4,31,16,1.69,17,-5,-0.53,11.9,9.7,+2.3,+0.33,+0.47,Matches,
Mark Travers,Bournemouth,17.7,GK,8,+1.06,660,94,7.3,7,94,7,0,,25,1.71,13,+5,+0.68,5.0,5.9,-0.9,-0.23,-0.19,Matches,
David Brooks,Bournemouth,13.9,"FW,MF",11,+0.72,556,31,6.2,6,65,0,12,14,7,1.33,14,+3,+0.49,5.6,6.1,-0.5,-0.16,-0.11,Matches,
Joe Rothwell,Bournemouth,13.1,MF,13,-1.10,521,40,5.8,5,69,2,8,22,10,1.46,6,-7,-1.21,4.0,11.2,-7.2,-1.68,-1.83,Matches,
Ionuț Radu,Bournemouth,11.3,GK,11,-0.15,450,90,5.0,5,90,5,0,,14,1.80,9,-2,-0.40,2.0,2.8,-0.8,-0.39,-0.35,Matches,
Enes Ünal,Bournemouth,10.0,"FW,MF",9,+0.75,373,22,4.1,3,60,0,14,14,0,1.23,11,+2,+0.48,7.7,4.4,+3.3,+0.90,+1.06,Matches,
Kieffer Moore,Bournemouth,7.4,"FW,MF",5,+0.47,297,23,3.3,2,64,0,11,15,8,1.46,6,+1,+0.30,4.7,2.5,+2.2,+1.85,+1.97,Matches,
Jaidon Anthony,Bournemouth,6.6,FW,7,-0.91,242,61,2.7,3,70,1,1,31,0,1.00,4,-3,-1.12,0.6,4.4,-3.8,-2.27,-2.31,Matches,
Hamed Junior Traorè,Bournemouth,5.0,MF,2,+0.28,184,31,2.0,2,60,0,4,16,7,1.00,2,0,0.00,1.3,0.8,+0.5,+0.93,+1.00,Matches,
Tyler Adams,Bournemouth,3.8,MF,3,+0.94,142,36,1.6,1,90,1,3,17,2,2.25,4,+1,+0.63,2.1,1.5,+0.6,+0.43,+0.51,Matches,
James Hill,Bournemouth,3.3,DF,1,+3.74,132,22,1.5,2,55,0,4,6,11,2.17,6,+5,+3.41,1.5,1.3,+0.2,+0.20,+0.27,Matches,
Romain Faivre,Bournemouth,1.5,"MF,FW",1,-1.41,57,10,0.6,0,,0,6,10,8,0.33,0,-1,-1.58,0.6,0.2,+0.5,+1.01,+1.08,Matches,
Gavin Kilkenny,Bournemouth,0.9,MF,0,-1.69,34,34,0.4,0,,0,1,34,10,3.00,0,0,0.00,,,,,,Matches,
Dominic Sadi,Bournemouth,0.2,FW,0,+0.19,9,5,0.1,0,,0,2,5,4,3.00,0,0,0.00,0.0,0.0,0.0,0.00,+0.06,Matches,
Daniel Adu-Adjei,Bournemouth,0.7,FW,0,-1.51,2,2,0.0,0,,0,1,2,0,3.00,0,0,0.00,,,,,,Matches,
Emiliano Marcondes,Bournemouth,,"FW,MF",,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Darren Randolph,Bournemouth,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Maxwell Wellings,Bournemouth,,DF,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Michael DaCosta,Bournemouth,,FW,,,,,,0,,0,0,,4,,,,,,,,,,Matches,
Callan Mckenna,Bournemouth,,GK,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Ben Greenwood,Bournemouth,,DF,,,,,,0,,0,0,,5,,,,,,,,,,Matches,
Cameron Plain,Bournemouth,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Patrick Mainka,Heidenheim,100.0,DF,58,,"3,240",90,36.0,36,90,36,0,,0,1.25,59,+1,+0.03,39.4,61.8,-22.5,-0.66,,Matches,
Kevin Müller,Heidenheim,97.2,GK,55,+2.09,"3,150",90,35.0,35,90,35,0,,1,1.29,58,+3,+0.09,39.4,61.8,-22.5,-0.66,,Matches,
Tim Kleindienst,Heidenheim,91.8,FW,55,-0.34,"2,974",85,33.0,35,85,23,0,,0,1.25,55,0,0.00,37.9,57.9,-20.0,-0.63,+0.52,Matches,
Jonas Föhrenbach,Heidenheim,90.2,DF,56,-1.54,"2,923",84,32.5,34,86,29,1,9,0,1.25,52,-4,-0.12,34.7,55.5,-20.8,-0.67,-0.13,Matches,
Eren Dinkçi,Heidenheim,83.6,"FW,MF",45,+0.64,"2,710",80,30.1,34,80,7,0,,1,1.32,49,+4,+0.13,32.8,48.1,-15.3,-0.52,+1.06,Matches,
Jan-Niklas Beste,Heidenheim,82.2,"FW,MF",45,+0.60,"2,663",83,29.6,32,83,5,0,,1,1.31,49,+4,+0.14,32.5,51.8,-19.4,-0.67,-0.06,Matches,
Omar Traoré,Heidenheim,79.1,DF,49,-1.14,"2,562",80,28.5,30,83,20,2,38,2,1.09,43,-6,-0.21,31.2,53.9,-22.7,-0.83,-0.87,Matches,
Lennard Maloney,Heidenheim,74.7,MF,47,-0.70,"2,419",78,26.9,29,83,18,2,13,0,1.29,43,-4,-0.15,28.6,49.4,-20.8,-0.82,-0.63,Matches,
Benedikt Gimber,Heidenheim,63.8,DF,30,+0.16,"2,066",83,23.0,24,84,18,1,45,5,1.36,32,+2,+0.09,22.9,35.0,-12.1,-0.54,+0.36,Matches,
Jan Schöppner,Heidenheim,63.1,MF,32,-0.08,"2,043",76,22.7,23,84,16,4,27,9,1.26,32,0,0.00,23.4,36.6,-13.2,-0.60,+0.18,Matches,
Marvin Pieringer,Heidenheim,50.7,"MF,FW",26,+0.83,"1,643",50,18.3,20,67,1,13,24,0,1.25,34,+8,+0.44,21.0,29.4,-8.3,-0.50,+0.33,Matches,
Norman Theuerkauf,Heidenheim,40.2,"MF,DF",21,-0.05,"1,304",50,14.5,14,74,4,12,22,9,1.35,21,0,0.00,16.1,28.9,-12.8,-0.92,-0.43,Matches,
Kevin Sessa,Heidenheim,34.9,"MF,FW",18,+0.69,"1,131",35,12.6,8,73,1,24,23,2,1.28,24,+6,+0.48,15.6,17.9,-2.3,-0.21,+0.68,Matches,
Adrian Beck,Heidenheim,33.1,"MF,FW",20,+0.34,"1,071",43,11.9,12,61,1,13,27,5,1.16,23,+3,+0.25,11.4,20.3,-9.0,-0.83,-0.24,Matches,
Tim Siersleben,Heidenheim,32.3,DF,26,-0.68,"1,045",65,11.6,12,83,10,4,14,19,1.19,21,-5,-0.43,12.7,24.4,-11.7,-1.15,-0.70,Matches,
Nikola Dovedan,Heidenheim,21.2,"MF,FW",11,+0.46,686,31,7.6,5,62,0,17,22,9,0.96,14,+3,+0.39,10.8,13.5,-2.7,-0.37,+0.37,Matches,
Marnon Busch,Heidenheim,21.1,DF,12,+0.80,685,40,7.6,6,71,3,11,23,5,1.12,17,+5,+0.66,7.2,9.7,-2.5,-0.37,+0.36,Matches,
Denis Thomalla,Heidenheim,17.5,"MF,FW",14,-0.42,566,25,6.3,4,74,1,19,14,5,1.26,12,-2,-0.32,7.8,11.8,-4.0,-0.81,-0.17,Matches,
Florian Pick,Heidenheim,13.8,"MF,FW",11,-1.43,447,19,5.0,2,90,2,22,12,12,1.17,5,-6,-1.21,3.7,7.8,-4.1,-1.12,-0.52,Matches,
Stefan Schimmer,Heidenheim,5.1,"MF,FW",3,-0.03,166,10,1.8,0,,0,17,10,18,0.94,3,0,0.00,3.5,4.3,-0.8,-0.45,+0.23,Matches,
Vitus Eicher,Heidenheim,2.8,GK,3,-10.00,90,90,1.0,1,90,1,0,,34,0.00,1,-2,-2.00,,,,,,Matches,
Christian Kühlwetter,Heidenheim,1.6,MF,0,+3.42,53,27,0.6,0,,0,2,27,8,1.50,2,+2,+3.40,0.6,0.2,+0.5,+5.10,+5.77,Matches,
Thomas Keller,Heidenheim,0.1,"MF,FW",0,+0.15,2,1,0.0,0,,0,2,1,4,3.00,0,0,0.00,0.0,0.0,0.0,+2.24,+2.91,Matches,
Frank Feller,Heidenheim,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Seedy Jarju,Heidenheim,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Luka Janes,Heidenheim,,MF,,,,,,0,,0,0,,6,,,,,,,,,,Matches,
Antonee Robinson,Fulham,90.6,DF,68,-1.63,"3,806",87,42.3,42,90,37,2,16,1,1.21,57,-11,-0.26,48.0,61.0,-13.0,-0.36,-0.87,Matches,
Bernd Leno,Fulham,92.5,GK,65,-1.07,"3,720",91,41.3,41,91,41,0,,2,1.20,58,-7,-0.17,50.8,62.9,-12.1,-0.32,,Matches,
João Palhinha,Fulham,76.9,MF,52,+0.10,"3,229",83,35.9,36,88,23,3,22,2,1.05,49,-3,-0.08,37.1,48.5,-11.4,-0.38,-0.29,Matches,
Timothy Castagne,Fulham,73.0,DF,45,+0.83,"3,066",79,34.1,34,88,27,5,16,3,1.35,49,+4,+0.12,40.8,40.7,+0.1,0.00,+1.40,Matches,
Andreas Pereira,Fulham,73.0,MF,46,+0.18,"3,066",70,34.1,39,74,5,5,35,2,1.21,44,-2,-0.06,38.5,42.0,-3.5,-0.12,+0.84,Matches,
Calvin Bassey,Fulham,64.6,DF,45,+0.74,"2,595",81,28.8,28,91,26,4,15,4,1.41,50,+5,+0.17,36.4,39.6,-3.2,-0.12,+0.60,Matches,
Willian,Fulham,57.5,FW,33,+0.78,"2,416",65,26.8,28,77,10,9,30,2,1.30,39,+6,+0.22,33.9,34.9,-1.0,-0.04,+0.69,Matches,
Alex Iwobi,Fulham,59.5,"FW,MF",41,+0.31,"2,390",72,26.6,27,81,10,6,32,0,1.37,42,+1,+0.04,34.7,33.9,+0.7,+0.03,+0.97,Matches,
Harry Wilson,Fulham,49.4,FW,32,-0.13,"2,074",48,23.0,21,74,6,22,23,1,1.30,28,-4,-0.17,20.6,32.1,-11.5,-0.64,-0.61,Matches,
Tosin Adarabioyo,Fulham,48.3,DF,29,+0.46,"2,027",81,22.5,22,91,21,3,8,2,1.32,32,+3,+0.13,27.6,28.0,-0.5,-0.03,+0.56,Matches,
Rodrigo Muniz,Fulham,47.9,FW,31,+0.03,"2,011",61,22.3,23,80,8,10,17,8,1.18,29,-2,-0.09,25.5,26.1,-0.6,-0.04,+0.53,Matches,
Issa Diop,Fulham,47.8,DF,32,-1.00,"2,008",80,22.3,22,89,18,3,18,3,1.28,18,-14,-0.63,16.7,30.3,-13.6,-0.86,-0.93,Matches,
Bobby Reid,Fulham,46.7,FW,37,-0.57,"1,961",48,21.8,23,72,4,18,17,5,1.29,28,-9,-0.41,18.8,27.9,-9.1,-0.56,-0.42,Matches,
Tom Cairney,Fulham,46.5,MF,32,+0.54,"1,953",47,21.7,18,79,8,24,22,4,1.24,36,+4,+0.18,25.9,28.7,-2.8,-0.17,+0.26,Matches,
Harrison Reed,Fulham,41.3,MF,29,+0.01,"1,733",51,19.3,20,77,6,14,13,11,1.47,27,-2,-0.10,18.6,24.8,-6.2,-0.42,-0.17,Matches,
Tim Ream,Fulham,41.0,DF,32,-0.44,"1,721",82,19.1,19,89,17,2,12,16,1.24,25,-7,-0.37,20.9,27.9,-7.0,-0.42,-0.18,Matches,
Raúl Jiménez,Fulham,39.4,FW,30,0.00,"1,655",57,18.4,20,73,6,9,21,6,1.21,28,-2,-0.11,17.3,28.8,-11.5,-0.74,-0.71,Matches,
Saša Lukić,Fulham,33.3,MF,23,-0.32,"1,400",50,15.6,16,79,8,12,11,11,1.14,18,-5,-0.32,16.7,22.6,-5.9,-0.47,-0.23,Matches,
Kenny Tete,Fulham,30.8,DF,25,-0.65,"1,295",68,14.4,14,88,9,5,12,15,1.10,17,-8,-0.56,9.5,21.9,-12.4,-1.28,-1.29,Matches,
Marek Rodák,Fulham,11.4,GK,7,+0.54,480,96,5.3,5,96,5,0,,40,2.00,9,+2,+0.37,,,,,,Matches,
Carlos Vinícius,Fulham,10.6,FW,6,+0.57,445,28,4.9,3,67,0,13,19,12,1.44,8,+2,+0.40,6.5,4.3,+2.2,+0.63,+1.05,Matches,
Adama Traoré,Fulham,10.9,"FW,MF",14,-0.36,437,24,4.9,2,69,0,16,19,2,1.06,12,-2,-0.41,6.8,11.9,-5.1,-1.21,-1.00,Matches,
