Player Name,Club Name,Country,Position,Age,90s,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,npxG
Ante Budimir,Osasuna,CRO,FW,32,29.3,17,80,34,42.5,2.73,1.16,0.18,0.41,12.8,0,3,4,14.2,11.1,0.15,+2.8,+2.9,Matches
David García,Osasuna,ESP,DF,29,29.3,0,19,2,10.5,0.65,0.07,0.00,0.00,9.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Aimar Oroz,Osasuna,ESP,MF,21,28.4,2,26,7,26.9,0.92,0.25,0.04,0.14,18.0,1,1,1,3.5,2.8,0.11,-1.5,-1.8,Matches
Rubén Peña,Osasuna,ESP,"DF,FW",32,25.0,0,18,6,33.3,0.72,0.24,0.00,0.00,21.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Johan Mojica,Osasuna,COL,DF,30,23.5,0,17,1,5.9,0.72,0.04,0.00,0.00,22.1,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Moi Gómez,Osasuna,ESP,"MF,FW",29,23.2,3,19,7,36.8,0.82,0.30,0.16,0.43,21.3,1,0,0,1.7,1.7,0.09,+1.3,+1.3,Matches
Lucas Torró,Osasuna,ESP,MF,29,21.9,1,31,7,22.6,1.41,0.32,0.03,0.14,22.3,1,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
Juan Cruz Armada,Osasuna,ESP,DF,31,21.8,0,5,0,0.0,0.23,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Jon Moncayola,Osasuna,ESP,MF,25,21.4,1,18,5,27.8,0.84,0.23,0.06,0.20,23.0,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Iker Muñoz,Osasuna,ESP,MF,20,21.4,4,24,6,25.0,1.12,0.28,0.17,0.67,21.6,0,0,0,1.1,1.1,0.05,+2.9,+2.9,Matches
Jorge Herrando,Osasuna,ESP,DF,22,19.6,0,7,0,0.0,0.36,0.00,0.00,,14.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Rubén García,Osasuna,ESP,"FW,MF",30,18.5,3,33,12,36.4,1.78,0.65,0.09,0.25,18.0,3,0,0,2.3,2.3,0.08,+0.7,+0.7,Matches
Raúl,Osasuna,ESP,FW,22,16.4,6,41,13,31.7,2.50,0.79,0.15,0.46,11.6,0,0,0,4.9,4.9,0.15,+1.1,+1.1,Matches
Pablo Ibáñez,Osasuna,ESP,MF,24,14.0,1,29,8,27.6,2.07,0.57,0.03,0.13,18.1,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
José Arnaiz,Osasuna,ESP,"FW,MF",28,12.4,3,36,13,36.1,2.90,1.05,0.08,0.23,22.7,5,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches
Ezequiel Ávila,Osasuna,ARG,"FW,MF",29,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
Aitor Fernández,Osasuna,ESP,GK,32,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Unai García,Osasuna,ESP,DF,31,6.2,1,2,1,50.0,0.32,0.16,0.50,1.00,14.4,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
Kike Barja,Osasuna,ESP,"FW,MF",26,4.4,0,5,2,40.0,1.13,0.45,0.00,0.00,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Nacho Vidal,Osasuna,ESP,"DF,FW",28,1.8,1,4,1,25.0,2.25,0.56,0.25,1.00,12.4,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
Darko Brašanac,Osasuna,SRB,MF,31,1.4,0,2,1,50.0,1.44,0.72,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Iñigo Arguibide,Osasuna,ESP,DF,18,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jorge Moreno,Osasuna,ESP,DF,22,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Asier Osambela,Osasuna,ESP,MF,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Xabier Huarte Armendáriz,Osasuna,ESP,MF,22,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Max Svensson,Osasuna,ESP,FW,,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matteo Pessina,Monza,ITA,MF,26,36.8,6,23,8,34.8,0.62,0.22,0.09,0.25,20.2,0,4,5,6.3,2.4,0.11,-0.3,-0.4,Matches
Michele Di Gregorio,Monza,ITA,GK,26,32.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrea Colpani,Monza,ITA,"MF,FW",24,30.3,8,69,20,29.0,2.28,0.66,0.12,0.40,19.9,9,0,0,4.8,4.8,0.07,+3.2,+3.2,Matches
Pablo Marí,Monza,ESP,DF,29,29.9,0,8,1,12.5,0.27,0.03,0.00,0.00,13.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Roberto Gagliardini,Monza,ITA,"MF,DF",29,27.2,1,39,9,23.1,1.43,0.33,0.03,0.11,17.8,1,0,0,2.9,2.9,0.08,-1.9,-1.9,Matches
Luca Caldirola,Monza,ITA,DF,32,24.8,1,10,2,20.0,0.40,0.08,0.10,0.50,10.8,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Dany Mota,Monza,POR,"FW,MF",25,23.8,4,40,12,30.0,1.68,0.50,0.10,0.33,14.4,0,0,0,3.6,3.6,0.09,+0.4,+0.4,Matches
Samuele Birindelli,Monza,ITA,DF,24,22.4,0,25,9,36.0,1.12,0.40,0.00,0.00,18.1,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
Giorgos Kyriakopoulos,Monza,GRE,DF,27,19.7,0,25,2,8.0,1.27,0.10,0.00,0.00,20.8,1,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
Patrick Ciurria,Monza,ITA,"DF,MF",28,18.8,0,30,7,23.3,1.60,0.37,0.00,0.00,22.6,0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
Armando Izzo,Monza,ITA,DF,31,18.6,0,5,3,60.0,0.27,0.16,0.00,0.00,12.1,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
Danilo D'Ambrosio,Monza,ITA,DF,34,17.8,1,16,6,37.5,0.90,0.34,0.06,0.17,15.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Andrea Carboni,Monza,ITA,DF,22,16.7,1,18,4,22.2,1.08,0.24,0.06,0.25,15.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Warren Bondo,Monza,FRA,MF,19,16.4,1,17,4,23.5,1.04,0.24,0.06,0.25,20.8,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
Lorenzo Colombo,Monza,ITA,FW,21,15.1,4,37,10,27.0,2.45,0.66,0.11,0.40,17.2,0,0,0,3.6,3.6,0.10,+0.4,+0.4,Matches
Milan Đurić,Monza,BIH,FW,33,14.0,4,26,6,23.1,1.86,0.43,0.15,0.67,10.7,0,0,0,3.0,3.0,0.11,+1.0,+1.0,Matches
Valentin Carboni,Monza,ARG,"MF,FW",18,13.2,2,23,7,30.4,1.74,0.53,0.09,0.29,18.3,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Matches
Pedro Pereira,Monza,POR,DF,25,9.3,0,3,0,0.0,0.32,0.00,0.00,,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Jean-Daniel Akpa-Akpro,Monza,CIV,MF,30,7.8,0,7,3,42.9,0.89,0.38,0.00,0.00,26.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Alessio Zerbin,Monza,ITA,"DF,FW",24,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,20.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Alessandro Sorrentino,Monza,ITA,GK,21,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Samuele Vignato,Monza,ITA,"MF,FW",19,4.2,1,8,4,50.0,1.91,0.96,0.13,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,Matches
Gianluca Caprari,Monza,ITA,"MF,FW",30,3.8,0,12,0,0.0,3.16,0.00,0.00,,19.6,1,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Daniel Maldini,Monza,ITA,"MF,FW",21,3.7,4,12,5,41.7,3.24,1.35,0.33,0.80,20.0,1,0,0,1.3,1.3,0.11,+2.7,+2.7,Matches
Mirko Marić,Monza,CRO,FW,28,3.2,1,7,2,28.6,2.20,0.63,0.14,0.50,10.4,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
Pepín,Monza,EQG,"MF,FW",26,2.7,0,5,0,0.0,1.87,0.00,0.00,,26.2,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Papu Gómez,Monza,ARG,"MF,FW",35,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giulio Donati,Monza,ITA,DF,33,0.4,0,1,1,100.0,2.50,2.50,0.00,0.00,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Franco Carboni,Monza,ITA,MF,20,0.4,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Giorgio Cittadini,Monza,ITA,DF,21,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrea Ferraris,Monza,ITA,MF,20,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Davide Bettella,Monza,ITA,MF,23,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ermedin Demirović,Augsburg,BIH,"FW,MF",25,32.6,15,80,33,41.3,2.45,1.01,0.15,0.36,14.0,0,3,4,13.5,10.3,0.13,+1.5,+1.7,Matches
Ohis Felix Uduokhai,Augsburg,GER,DF,25,32.5,2,13,3,23.1,0.40,0.09,0.15,0.67,9.2,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches
Finn Dahmen,Augsburg,GER,GK,25,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeffrey Gouweleeuw,Augsburg,NED,DF,32,28.8,1,23,3,13.0,0.80,0.10,0.04,0.33,15.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Phillip Tietz,Augsburg,GER,FW,26,26.8,8,53,18,34.0,1.98,0.67,0.15,0.44,15.1,1,0,0,8.2,8.2,0.16,-0.2,-0.2,Matches
Ruben Vargas,Augsburg,SUI,"MF,FW",24,22.8,4,51,17,33.3,2.24,0.75,0.08,0.24,17.4,3,0,0,3.9,3.9,0.08,+0.1,+0.1,Matches
Kevin Mbabu,Augsburg,SUI,DF,28,22.7,0,4,1,25.0,0.18,0.04,0.00,0.00,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Elvis Rexhbeçaj,Augsburg,GER,MF,25,22.4,2,28,3,10.7,1.25,0.13,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,+0.3,0.0,Matches
Mads Pedersen,Augsburg,DEN,DF,26,20.3,1,13,1,7.7,0.64,0.05,0.08,1.00,19.0,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
Iago,Augsburg,BRA,DF,26,18.0,1,18,7,38.9,1.00,0.39,0.06,0.14,16.5,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Arne Engels,Augsburg,BEL,"MF,DF",19,16.6,3,20,7,35.0,1.20,0.42,0.15,0.43,19.9,2,0,0,1.8,1.8,0.09,+1.2,+1.2,Matches
Niklas Dorsch,Augsburg,GER,MF,25,16.1,0,14,0,0.0,0.87,0.00,0.00,,25.1,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Fredrik Jensen,Augsburg,FIN,"MF,FW",25,14.9,2,14,5,35.7,0.94,0.34,0.14,0.40,18.9,0,0,0,0.9,0.9,0.06,+1.1,+1.1,Matches
Arne Maier,Augsburg,GER,MF,24,11.8,2,22,5,22.7,1.86,0.42,0.09,0.40,22.2,3,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
Kristijan Jakić,Augsburg,CRO,MF,26,11.7,2,13,5,38.5,1.11,0.43,0.15,0.40,23.9,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
Maximilian Bauer,Augsburg,GER,DF,23,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,5.2,0,0,0,1.4,1.4,0.34,-0.4,-0.4,Matches
Tim Breithaupt,Augsburg,GER,MF,21,8.0,0,4,0,0.0,0.50,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Sven Michel,Augsburg,GER,"FW,MF",33,7.3,2,13,5,38.5,1.78,0.68,0.08,0.20,20.7,0,1,2,2.4,0.8,0.07,-0.4,+0.2,Matches
Dion Drena Beljo,Augsburg,CRO,"FW,MF",21,6.8,2,21,7,33.3,3.09,1.03,0.10,0.29,13.4,0,0,0,3.0,3.0,0.16,-1.0,-1.0,Matches
Patric Pfeiffer,Augsburg,GER,DF,23,6.7,0,12,1,8.3,1.80,0.15,0.00,0.00,17.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Robert Gumny,Augsburg,POL,DF,25,5.3,0,3,1,33.3,0.56,0.19,0.00,0.00,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Pep Biel,Augsburg,ESP,"MF,FW",26,3.2,0,6,1,16.7,1.89,0.32,0.00,0.00,15.0,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
Tomáš Koubek,Augsburg,CZE,GK,30,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mergim Berisha,Augsburg,GER,FW,25,1.5,0,8,1,12.5,5.29,0.66,0.00,0.00,30.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Mert Kömür,Augsburg,GER,"MF,DF",18,1.3,1,2,1,50.0,1.53,0.76,0.50,1.00,16.0,0,0,0,0.2,0.2,0.10,+0.8,+0.8,Matches
Frederik Winther,Augsburg,DEN,DF,22,1.0,0,2,0,0.0,2.00,0.00,0.00,,,,0,0,,,,,,Matches
Irvin Cardona,Augsburg,FRA,"MF,DF",25,0.6,0,3,0,0.0,5.00,0.00,0.00,,14.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
David Čolina,Augsburg,CRO,DF,23,0.5,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Masaya Okugawa,Augsburg,JPN,"FW,DF",27,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nathanael Mbuku,Augsburg,FRA,FW,21,0.1,0,1,0,0.0,18.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mahmut Kücüksahin,Augsburg,,MF,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Perrin,Strasbourg,FRA,DF,24,33.6,0,13,3,23.1,0.39,0.09,0.00,0.00,18.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Frederic Guilbert,Strasbourg,FRA,"DF,MF",28,30.7,2,23,5,21.7,0.75,0.16,0.09,0.40,23.3,4,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
Habib Diarra,Strasbourg,SEN,"MF,FW",19,29.1,4,48,16,33.3,1.65,0.55,0.06,0.19,21.2,1,1,1,3.4,2.7,0.07,-0.4,-0.7,Matches
Dilane Bakwa,Strasbourg,FRA,"FW,MF",20,27.4,5,55,18,32.7,2.01,0.66,0.09,0.28,19.6,4,0,0,3.2,3.2,0.07,-0.2,-0.2,Matches
Marvin Senaya,Strasbourg,TOG,"DF,MF",22,26.0,2,19,5,26.3,0.73,0.19,0.11,0.40,21.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Thomas Delaine,Strasbourg,FRA,"DF,MF",31,25.0,1,13,2,15.4,0.52,0.08,0.08,0.50,15.1,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches
Emanuel Emegha,Strasbourg,NED,FW,20,25.0,9,54,23,42.6,2.16,0.92,0.17,0.39,12.0,0,0,1,10.8,10.0,0.21,-2.8,-2.0,Matches
Abakar Sylla,Strasbourg,CIV,DF,20,22.9,3,13,6,46.2,0.57,0.26,0.23,0.50,14.6,0,0,0,1.6,1.6,0.14,+0.4,+0.4,Matches
Ibrahima Sissoko,Strasbourg,MLI,MF,25,22.5,0,21,5,23.8,0.93,0.22,0.00,0.00,17.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Ismaël Doukouré,Strasbourg,FRA,"MF,DF",20,20.0,0,9,0,0.0,0.45,0.00,0.00,,25.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Alaa Bellaarouch,Strasbourg,MAR,GK,21,19.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matz Sels,Strasbourg,BEL,GK,31,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Junior Mwanga,Strasbourg,FRA,"MF,FW",20,18.9,1,24,5,20.8,1.27,0.26,0.04,0.20,19.9,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Kévin Gameiro,Strasbourg,FRA,"FW,MF",36,16.7,5,31,12,38.7,1.86,0.72,0.10,0.25,19.8,1,2,2,3.4,1.9,0.07,+0.6,+0.1,Matches
Ângelo Borges,Strasbourg,BRA,"FW,MF",18,15.1,0,13,7,53.8,0.86,0.46,0.00,0.00,22.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Gerzino Nyamsi,Strasbourg,FRA,DF,26,12.1,0,6,2,33.3,0.49,0.16,0.00,0.00,11.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Saidou Sow,Strasbourg,GUI,DF,21,9.4,0,3,2,66.7,0.32,0.21,0.00,0.00,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Andrey Santos,Strasbourg,BRA,MF,19,9.2,1,12,4,33.3,1.30,0.43,0.08,0.25,22.1,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
Jessy Deminguet,Strasbourg,FRA,"MF,FW",25,9.0,0,6,1,16.7,0.67,0.11,0.00,0.00,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Dion Moise Sahi,Strasbourg,CIV,"MF,FW",21,8.8,5,32,11,34.4,3.63,1.25,0.16,0.45,15.8,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Matches
Lebo Mothiba,Strasbourg,RSA,FW,27,6.9,3,16,7,43.8,2.33,1.02,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6,Matches
Jérémy Sebas,Strasbourg,MTQ,"FW,MF",20,4.7,2,8,4,50.0,1.69,0.84,0.25,0.50,14.7,0,0,0,1.0,1.0,0.14,+1.0,+1.0,Matches
Jean-Ricner Bellegarde,Strasbourg,FRA,"MF,FW",25,3.0,2,5,3,60.0,1.67,1.00,0.40,0.67,22.5,2,0,0,0.6,0.6,0.11,+1.4,+1.4,Matches
Rabby Nzingoula,Strasbourg,CGO,"MF,FW",17,1.9,0,1,1,100.0,0.54,0.54,0.00,0.00,25.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Aboubacar Ali,Strasbourg,FRA,"MF,FW",17,1.4,0,4,2,50.0,2.77,1.38,0.00,0.00,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Eduard Sobol,Strasbourg,UKR,DF,28,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Steven Baseya,Strasbourg,FRA,DF,18,1.1,0,1,1,100.0,0.94,0.94,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sanjin Prcić,Strasbourg,BIH,MF,29,1.0,0,1,0,0.0,1.02,0.00,0.00,,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Mohamed Bechikh,Strasbourg,FRA,"FW,MF",18,0.2,1,1,1,100.0,4.50,4.50,1.00,1.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Samir El Mourabet,Strasbourg,FRA,FW,17,0.2,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Patrick Ouotro,Strasbourg,CIV,FW,17,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David Soria,Getafe,ESP,GK,30,39.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nemanja Maksimović,Getafe,SRB,MF,28,38.2,4,36,15,41.7,0.94,0.39,0.11,0.27,11.7,0,0,0,5.5,5.5,0.16,-1.5,-1.5,Matches
Mason Greenwood,Getafe,ENG,"MF,FW",21,32.2,10,110,35,31.8,3.41,1.09,0.07,0.23,20.9,5,2,3,8.8,6.4,0.06,-0.8,-0.4,Matches
Diego Rico,Getafe,ESP,DF,30,30.2,0,19,5,26.3,0.63,0.17,0.00,0.00,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
Gastón Álvarez,Getafe,URU,DF,23,29.9,2,14,3,21.4,0.47,0.10,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
Djené,Getafe,TOG,"DF,MF",31,28.6,0,6,1,16.7,0.21,0.03,0.00,0.00,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Omar Alderete,Getafe,PAR,DF,26,27.3,0,26,5,19.2,0.95,0.18,0.00,0.00,19.7,3,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
Luis Milla,Getafe,ESP,MF,28,26.5,1,20,7,35.0,0.75,0.26,0.05,0.14,25.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Borja Mayoral,Getafe,ESP,FW,26,26.3,17,50,26,52.0,1.90,0.99,0.26,0.50,15.8,0,4,4,11.9,8.7,0.20,+3.1,+2.3,Matches
Jaime Mata,Getafe,ESP,"FW,MF",34,21.8,6,37,14,37.8,1.70,0.64,0.16,0.43,13.8,0,0,0,5.6,5.6,0.18,-0.6,-0.6,Matches
Juanmi Latasa,Getafe,ESP,FW,22,19.9,5,53,18,34.0,2.66,0.90,0.09,0.28,12.7,0,0,0,3.6,3.5,0.08,-1.6,-1.5,Matches
Iglesias,Getafe,ESP,"DF,FW",25,18.5,0,17,6,35.3,0.92,0.32,0.00,0.00,25.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Damián Suárez,Getafe,URU,DF,35,15.4,0,4,1,25.0,0.26,0.06,0.00,0.00,25.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Carmona,Getafe,ESP,"DF,MF",21,15.3,1,13,4,30.8,0.85,0.26,0.08,0.25,16.8,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Óscar Rodríguez Arnaiz,Getafe,ESP,"MF,FW",25,13.4,5,45,16,35.6,3.35,1.19,0.11,0.31,24.9,4,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches
Carles Aleñá,Getafe,ESP,MF,25,13.3,1,21,7,33.3,1.58,0.53,0.05,0.14,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
Domingos Duarte,Getafe,POR,DF,28,12.1,1,3,1,33.3,0.25,0.08,0.33,1.00,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
Stefan Mitrović,Getafe,SRB,DF,33,9.2,1,3,1,33.3,0.33,0.11,0.33,1.00,8.7,0,0,0,0.1,0.1,0.09,+0.9,+0.9,Matches
Jordi,Getafe,ESP,"MF,DF",22,8.4,1,8,4,50.0,0.95,0.47,0.13,0.25,12.9,0,0,0,1.3,1.3,0.18,-1.3,-1.3,Matches
Jesús Santiago,Getafe,ESP,MF,19,7.3,1,5,2,40.0,0.69,0.27,0.20,0.50,18.5,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
Ilaix Moriba,Getafe,GUI,"MF,FW",20,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,21.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Mauro Arambarri,Getafe,URU,MF,27,3.8,0,9,2,22.2,2.39,0.53,0.00,0.00,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Fabrizio Angileri,Getafe,ARG,"DF,MF",29,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Enes Ünal,Getafe,TUR,"FW,MF",26,2.2,0,2,1,50.0,0.90,0.45,0.00,0.00,18.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Daniel Fuzato,Getafe,BRA,GK,26,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anthony Lozano,Getafe,HON,"MF,FW",30,2.0,1,10,6,60.0,4.95,2.97,0.10,0.17,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Nabil Aberdin,Getafe,FRA,DF,20,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alberto Risco,Getafe,ESP,MF,17,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,8.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Portu,Getafe,ESP,FW,31,1.1,0,1,1,100.0,0.93,0.93,0.00,0.00,8.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
John Joe,Getafe,IRL,MF,19,0.8,1,1,1,100.0,1.29,1.29,1.00,1.00,,,0,0,,,,,,Matches
Santiago García,Getafe,,FW,21,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gorka Rivera Alonso,Getafe,ESP,DF,18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yassin Tallal,Getafe,ESP,FW,18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeremy Jorge,Getafe,ESP,FW,20,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Tarkowski,Everton,ENG,DF,30,44.5,2,28,5,17.9,0.63,0.11,0.07,0.40,9.9,0,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
Jordan Pickford,Everton,ENG,GK,29,42.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jarrad Branthwaite,Everton,ENG,DF,21,41.0,3,17,5,29.4,0.42,0.12,0.18,0.60,11.6,0,0,0,1.7,1.7,0.12,+1.3,+1.3,Matches
James Garner,Everton,ENG,MF,22,40.7,2,51,11,21.6,1.25,0.27,0.04,0.18,22.1,5,0,0,2.7,2.7,0.07,-1.7,-1.7,Matches
Dwight McNeil,Everton,ENG,"MF,FW",23,37.6,3,65,16,24.6,1.73,0.43,0.05,0.19,21.0,0,0,0,3.4,3.4,0.06,-0.4,-0.4,Matches
