,Playing Time,Performance,Expected,Progression,Per 90 Minutes,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
,pt POR,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,
,eng ENG,MF,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,
,ee EST,GK,21,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,
,eng ENG,DF,27,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,
,us USA,GK,29,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,
43.0,FW,24,48,43,"3,868",44,10,54,34,10,13,5,0,0.56,0.84,Matches,30.4,187,182,428,1.02,0.23,1.26,0.79,1.02,0.80,0.28,1.09
41.1,GK,24,42,42,"3,699",0,0,0,0,0,0,5,1,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
39.5,MF,23,46,39,"3,556",9,5,14,9,0,0,3,0,0.13,0.29,Matches,9.6,63,265,146,0.23,0.13,0.35,0.23,0.35,0.13,0.15,0.29
36.9,MF,17,43,36,"3,325",3,7,10,3,0,0,5,0,0.07,0.21,Matches,6.5,84,157,115,0.08,0.19,0.27,0.08,0.27,0.07,0.14,0.21
36.4,DF,24,40,35,"3,273",5,7,12,5,0,0,7,0,0.16,0.42,Matches,13.5,121,302,346,0.14,0.19,0.33,0.14,0.33,0.16,0.26,0.42
33.6,DF,27,41,36,"3,020",2,1,3,2,0,0,9,0,0.04,0.11,Matches,3.5,45,195,30,0.06,0.03,0.09,0.06,0.09,0.04,0.08,0.11
31.9,DF,29,36,33,"2,871",0,3,3,0,0,0,3,0,0.03,0.08,Matches,2.2,27,172,5,0.00,0.09,0.09,0.00,0.09,0.03,0.05,0.08
31.6,"FW,MF",26,42,33,"2,846",6,12,18,6,0,0,7,0,0.27,0.58,Matches,15.9,255,194,384,0.19,0.38,0.57,0.19,0.57,0.27,0.31,0.58
27.2,MF,22,37,27,"2,450",0,2,2,0,0,0,7,0,0.03,0.06,Matches,1.6,20,101,26,0.00,0.07,0.07,0.00,0.07,0.03,0.03,0.06
27.2,DF,31,34,27,"2,447",1,1,2,1,0,0,2,0,0.06,0.07,Matches,1.6,31,154,2,0.04,0.04,0.07,0.04,0.07,0.06,0.01,0.07
25.0,DF,28,32,24,"2,253",1,0,1,1,0,0,3,0,0.03,0.04,Matches,0.8,6,90,2,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04
24.8,MF,27,35,26,"2,236",3,7,10,3,0,0,5,0,0.16,0.25,Matches,5.1,30,126,71,0.12,0.28,0.40,0.12,0.40,0.16,0.09,0.25
23.2,"FW,DF",20,39,26,"2,087",5,9,14,5,0,0,3,1,0.33,0.62,Matches,12.7,129,78,292,0.22,0.39,0.60,0.22,0.60,0.33,0.29,0.62
23.1,"MF,FW",22,36,24,"2,077",5,5,10,5,0,0,3,0,0.13,0.28,Matches,5.6,61,148,175,0.22,0.22,0.43,0.22,0.43,0.13,0.14,0.28
21.7,"FW,MF",24,40,21,"1,950",9,6,15,9,0,0,2,0,0.41,0.66,Matches,12.8,50,57,163,0.42,0.28,0.69,0.42,0.69,0.41,0.25,0.66
20.9,FW,22,40,21,"1,879",14,1,15,12,2,2,2,0,0.65,0.81,Matches,14.7,12,38,103,0.67,0.05,0.72,0.57,0.62,0.70,0.16,0.85
20.4,DF,19,24,21,"1,838",2,0,2,2,0,0,6,1,0.06,0.08,Matches,1.2,7,54,2,0.10,0.00,0.10,0.10,0.10,0.06,0.02,0.08
16.4,"FW,MF",27,31,16,"1,478",5,7,12,5,0,0,0,0,0.26,0.70,Matches,9.6,36,80,100,0.30,0.43,0.73,0.30,0.73,0.26,0.44,0.70
14.2,"MF,FW",26,28,14,"1,279",2,4,6,2,0,0,1,0,0.12,0.32,Matches,3.9,15,74,60,0.14,0.28,0.42,0.14,0.42,0.12,0.20,0.32
10.5,DF,25,20,10,943,0,1,1,0,0,0,2,0,0.14,0.15,Matches,1.4,13,37,26,0.00,0.10,0.10,0.00,0.10,0.14,0.01,0.15
10.5,DF,21,14,10,941,1,2,3,1,0,0,4,0,0.07,0.17,Matches,1.3,24,49,38,0.10,0.19,0.29,0.10,0.29,0.07,0.11,0.17
6.0,GK,36,6,6,540,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.9,GK,22,6,5,529,0,1,1,0,0,0,0,0,0.00,0.13,Matches,0.8,0,0,0,0.00,0.17,0.17,0.00,0.17,0.00,0.13,0.13
4.1,DF,17,5,4,373,1,0,1,1,0,0,1,0,0.07,0.18,Matches,0.8,2,13,4,0.24,0.00,0.24,0.24,0.24,0.07,0.11,0.18
3.9,MF,17,10,3,354,1,1,2,1,0,0,0,0,0.04,0.17,Matches,0.6,4,11,38,0.25,0.25,0.51,0.25,0.51,0.04,0.13,0.17
1.3,MF,19,4,1,118,1,0,1,1,0,0,1,0,0.00,0.00,Matches,0.0,0,2,1,0.76,0.00,0.76,0.76,0.76,0.00,0.00,0.00
1.0,MF,16,5,0,89,0,0,0,0,0,0,0,0,0.27,0.27,Matches,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27
0.1,FW,21,1,0,9,0,0,0,0,0,0,0,0,0.00,0.30,Matches,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30
0.1,DF,30,1,0,9,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,16,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,32,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
46.4,MF,32,51,45,"4,179",5,14,19,4,1,2,6,0,0.16,0.48,Matches,20.4,88,295,145,0.11,0.30,0.41,0.09,0.39,0.19,0.32,0.52
45.5,DF,24,48,45,"4,099",2,4,6,2,0,0,5,0,0.05,0.12,Matches,4.6,70,276,70,0.04,0.09,0.13,0.04,0.13,0.05,0.06,0.12
42.1,FW,34,49,44,"3,790",26,9,35,21,5,5,6,0,0.46,0.62,Matches,24.2,55,89,204,0.62,0.21,0.83,0.50,0.71,0.54,0.16,0.70
36.8,DF,29,42,38,"3,311",4,5,9,4,0,0,8,0,0.06,0.25,Matches,9.2,138,195,243,0.11,0.14,0.24,0.11,0.24,0.06,0.19,0.25
36.0,GK,31,36,36,"3,240",0,0,0,0,0,0,3,0,0.00,0.00,Matches,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.6,DF,24,37,33,"3,025",1,2,3,1,0,0,10,2,0.10,0.16,Matches,4.8,26,128,12,0.03,0.06,0.09,0.03,0.09,0.10,0.06,0.16
32.9,FW,16,50,30,"2,961",7,7,14,7,0,0,6,0,0.23,0.49,Matches,15.2,155,100,426,0.21,0.21,0.43,0.21,0.43,0.23,0.27,0.49
30.8,"DF,MF",27,42,37,"2,775",3,2,5,3,0,0,8,0,0.06,0.11,Matches,3.0,31,139,8,0.10,0.06,0.16,0.10,0.16,0.06,0.05,0.11
27.9,MF,26,30,30,"2,507",2,0,2,2,0,0,10,0,0.03,0.13,Matches,3.0,73,196,42,0.07,0.00,0.07,0.07,0.07,0.03,0.10,0.13
23.8,FW,23,44,24,"2,143",10,6,16,10,0,0,5,0,0.49,0.66,Matches,14.0,82,81,234,0.42,0.25,0.67,0.42,0.67,0.49,0.17,0.66
22.5,"MF,FW",20,34,21,"2,023",4,5,9,4,0,0,3,0,0.17,0.42,Matches,8.3,49,161,96,0.18,0.22,0.40,0.18,0.40,0.17,0.24,0.42
22.2,DF,19,28,22,"2,001",1,1,2,1,0,0,2,0,0.01,0.09,Matches,1.6,102,58,178,0.04,0.04,0.09,0.04,0.09,0.01,0.07,0.09
22.2,FW,23,42,20,"2,000",11,3,14,11,0,0,5,0,0.40,0.58,Matches,10.2,39,64,156,0.50,0.14,0.63,0.50,0.63,0.40,0.18,0.58
21.6,FW,26,37,25,"1,942",10,12,22,9,1,1,5,1,0.45,0.80,Matches,16.4,79,67,219,0.46,0.56,1.02,0.42,0.97,0.48,0.36,0.84
21.4,DF,16,24,21,"1,924",0,1,1,0,0,0,6,0,0.01,0.04,Matches,0.8,8,80,2,0.00,0.05,0.05,0.00,0.05,0.01,0.03,0.04
21.2,MF,20,42,19,"1,904",11,1,12,11,0,0,4,0,0.50,0.60,Matches,11.4,48,95,107,0.52,0.05,0.57,0.52,0.57,0.50,0.09,0.60
18.1,DF,32,25,16,"1,625",0,0,0,0,0,0,7,0,0.02,0.02,Matches,0.4,41,122,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02
17.3,GK,24,17,17,"1,560",0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.0,MF,31,37,17,"1,440",0,1,1,0,0,0,4,0,0.06,0.19,Matches,2.6,16,85,10,0.00,0.06,0.06,0.00,0.06,0.06,0.13,0.19
14.6,MF,31,24,15,"1,311",3,3,6,3,0,0,9,0,0.14,0.31,Matches,3.7,16,64,42,0.21,0.21,0.41,0.21,0.41,0.14,0.17,0.31
13.0,MF,18,15,13,"1,170",2,1,3,2,0,0,8,1,0.11,0.20,Matches,2.6,32,52,46,0.15,0.08,0.23,0.15,0.23,0.11,0.09,0.20
6.3,DF,16,10,6,565,0,3,3,0,0,0,1,0,0.00,0.19,Matches,0.8,5,11,38,0.00,0.48,0.48,0.00,0.48,0.00,0.19,0.19
4.3,"DF,FW",32,8,5,391,0,0,0,0,0,0,0,0,0.03,0.15,Matches,0.7,12,23,47,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15
4.0,FW,18,16,2,364,2,0,2,2,0,0,4,1,0.70,0.71,Matches,2.6,12,2,26,0.49,0.00,0.49,0.49,0.49,0.70,0.01,0.71
2.1,FW,17,7,2,185,2,0,2,2,0,0,2,0,0.93,1.15,Matches,1.4,1,1,9,0.97,0.00,0.97,0.97,0.97,0.93,0.22,1.15
0.8,"FW,MF",21,2,0,68,0,0,0,0,0,0,0,0,0.28,0.37,Matches,0.3,7,1,12,0.00,0.00,0.00,0.00,0.00,0.28,0.09,0.37
0.6,DF,22,2,0,57,0,0,0,0,0,0,1,0,0.07,0.07,Matches,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07
0.6,"MF,FW",20,3,0,50,0,0,0,0,0,0,0,0,1.34,1.34,Matches,0.7,6,4,5,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.34
0.4,MF,19,4,0,39,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GK,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,21,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
45.3,DF,32,48,45,"4,073",4,2,6,4,0,0,4,1,0.08,0.13,Matches,5.0,33,218,7,0.09,0.04,0.13,0.09,0.13,0.08,0.05,0.13
40.0,FW,26,51,42,"3,596",13,5,18,13,0,0,3,0,0.39,0.58,Matches,19.7,153,123,349,0.33,0.13,0.45,0.33,0.45,0.39,0.19,0.58
38.7,MF,24,46,40,"3,487",7,7,14,5,2,2,9,1,0.09,0.22,Matches,7.3,48,233,57,0.18,0.18,0.36,0.13,0.31,0.14,0.13,0.27
34.9,DF,26,51,31,"3,145",0,3,3,0,0,0,7,0,0.04,0.14,Matches,3.6,52,128,120,0.00,0.09,0.09,0.00,0.09,0.04,0.10,0.14
34.8,FW,31,44,34,"3,131",25,14,39,18,7,9,2,0,0.55,0.98,Matches,31.9,109,166,399,0.72,0.40,1.12,0.52,0.92,0.77,0.43,1.20
33.7,FW,24,54,33,"3,030",18,13,31,17,1,2,11,0,0.75,0.99,Matches,27.6,69,64,256,0.53,0.39,0.92,0.50,0.89,0.81,0.24,1.05
33.5,"FW,MF",24,53,32,"3,017",16,6,22,16,0,0,2,0,0.49,0.71,Matches,18.1,60,108,191,0.48,0.18,0.66,0.48,0.66,0.49,0.23,0.71
32.0,GK,30,32,32,"2,880",0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
31.1,"MF,FW",20,53,27,"2,800",4,11,15,4,0,0,4,0,0.16,0.38,Matches,8.8,70,183,176,0.13,0.35,0.48,0.13,0.48,0.16,0.22,0.38
30.6,MF,30,43,34,"2,756",2,1,3,2,0,0,12,0,0.03,0.12,Matches,3.1,17,134,28,0.07,0.03,0.10,0.07,0.10,0.03,0.09,0.12
30.0,MF,22,45,30,"2,699",7,4,11,7,0,0,1,0,0.16,0.39,Matches,10.4,86,184,187,0.23,0.13,0.37,0.23,0.37,0.16,0.23,0.39
29.0,DF,24,37,29,"2,609",3,10,13,3,0,0,7,0,0.09,0.37,Matches,10.1,53,235,114,0.10,0.34,0.45,0.10,0.45,0.10,0.28,0.38
28.7,DF,24,37,29,"2,586",0,1,1,0,0,0,7,1,0.03,0.05,Matches,1.1,31,143,3,0.00,0.03,0.03,0.00,0.03,0.03,0.02,0.05
27.7,DF,20,33,27,"2,495",3,3,6,3,0,0,2,0,0.06,0.07,Matches,1.3,19,91,4,0.11,0.11,0.22,0.11,0.22,0.06,0.00,0.07
26.7,GK,24,26,26,"2,400",0,0,0,0,0,0,2,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24.4,DF,29,30,23,"2,193",3,2,5,3,0,0,2,0,0.10,0.37,Matches,8.1,74,162,136,0.12,0.08,0.21,0.12,0.21,0.10,0.26,0.37
22.6,MF,22,36,24,"2,030",5,3,8,5,0,0,3,1,0.17,0.27,Matches,4.6,43,89,102,0.22,0.13,0.35,0.22,0.35,0.17,0.10,0.27
20.4,MF,21,38,21,"1,833",4,2,6,4,0,0,1,0,0.22,0.37,Matches,6.0,48,110,91,0.20,0.10,0.29,0.20,0.29,0.22,0.15,0.37
19.0,FW,26,32,19,"1,711",15,4,19,15,0,0,3,1,0.48,0.77,Matches,11.8,62,39,135,0.79,0.21,1.00,0.79,1.00,0.48,0.29,0.77
16.7,DF,20,23,17,"1,501",1,6,7,1,0,0,4,0,0.08,0.22,Matches,2.4,39,40,76,0.06,0.36,0.42,0.06,0.42,0.08,0.14,0.22
16.3,DF,27,25,17,"1,466",0,4,4,0,0,0,0,0,0.02,0.12,Matches,1.4,40,63,94,0.00,0.25,0.25,0.00,0.25,0.02,0.10,0.12
11.8,DF,31,14,12,"1,060",0,0,0,0,0,0,2,0,0.08,0.09,Matches,1.0,11,50,1,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09
4.0,MF,18,12,3,356,1,2,3,1,0,0,1,0,0.30,0.41,Matches,0.8,4,8,15,0.25,0.51,0.76,0.25,0.76,0.30,0.11,0.41
2.7,FW,17,5,4,245,0,0,0,0,0,0,0,0,0.02,0.02,Matches,0.0,4,2,21,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02
2.7,MF,18,9,2,240,0,1,1,0,0,0,1,0,0.03,0.03,Matches,0.0,1,3,0,0.00,0.37,0.37,0.00,0.37,0.03,0.00,0.03
1.5,DF,19,4,2,138,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,2,6,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.1,MF,18,3,1,98,0,0,0,0,0,0,1,0,0.00,0.12,Matches,0.1,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
0.9,FW,17,5,0,83,2,0,2,2,0,0,1,0,0.00,0.00,Matches,0.0,0,1,2,2.17,0.00,2.17,2.17,2.17,0.00,0.00,0.00
0.8,FW,18,3,1,76,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,2,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.7,MF,17,1,1,62,1,0,1,1,0,0,0,0,,,Matches,,,,,1.45,0.00,1.45,1.45,1.45,,,
0.6,MF,18,2,0,53,0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.2,MF,19,1,0,18,0,0,0,0,0,0,0,0,0.00,0.46,Matches,0.1,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.46
0.1,MF,16,1,0,13,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.1,DF,20,1,0,8,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,MF,32,1,0,6,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,GK,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,36,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,16,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,22,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
36.1,DF,27,37,36,"3,246",1,4,5,1,0,0,8,0,0.05,0.09,Matches,2.7,38,172,15,0.03,0.11,0.14,0.03,0.14,0.05,0.03,0.09
34.0,GK,26,34,34,"3,060",0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
33.1,MF,26,37,35,"2,978",0,4,4,0,0,0,10,0,0.03,0.12,Matches,3.6,24,142,31,0.00,0.12,0.12,0.00,0.12,0.04,0.09,0.13
32.9,MF,22,34,33,"2,964",1,6,7,1,0,0,5,0,0.05,0.22,Matches,6.7,37,220,71,0.03,0.18,0.21,0.03,0.21,0.05,0.17,0.22
32.2,"FW,MF",25,38,37,"2,894",9,7,16,9,0,1,2,0,0.20,0.49,Matches,13.8,153,145,259,0.28,0.22,0.50,0.28,0.50,0.23,0.28,0.51
27.8,DF,24,29,28,"2,498",0,2,2,0,0,0,2,0,0.04,0.12,Matches,2.9,29,121,32,0.00,0.07,0.07,0.00,0.07,0.04,0.08,0.12
27.5,"MF,FW",21,35,30,"2,476",6,7,13,5,1,1,5,0,0.18,0.34,Matches,8.4,46,127,167,0.22,0.25,0.47,0.18,0.44,0.21,0.16,0.37
26.4,FW,27,30,27,"2,372",30,4,34,26,4,4,0,0,0.72,0.99,Matches,24.2,32,56,183,1.14,0.15,1.29,0.99,1.14,0.85,0.27,1.12
25.9,"FW,MF",27,33,26,"2,328",19,10,29,19,0,1,5,0,0.61,0.90,Matches,20.8,45,120,182,0.73,0.39,1.12,0.73,1.12,0.65,0.28,0.93
25.3,DF,26,34,25,"2,273",2,5,7,2,0,0,6,0,0.04,0.22,Matches,5.1,70,123,129,0.08,0.20,0.28,0.08,0.28,0.04,0.18,0.22
19.1,DF,24,22,19,"1,723",1,0,1,1,0,0,1,0,0.06,0.08,Matches,1.3,2,75,3,0.05,0.00,0.05,0.05,0.05,0.06,0.02,0.08
18.3,"FW,MF",22,38,18,"1,648",4,4,8,4,0,0,3,0,0.36,0.55,Matches,9.3,65,35,172,0.22,0.22,0.44,0.22,0.44,0.36,0.19,0.55
15.0,DF,22,20,14,"1,353",2,2,4,2,0,0,2,0,0.10,0.20,Matches,2.6,19,33,67,0.13,0.13,0.27,0.13,0.27,0.10,0.10,0.20
13.5,DF,27,25,16,"1,218",0,5,5,0,0,0,3,1,0.03,0.29,Matches,3.5,34,85,46,0.00,0.37,0.37,0.00,0.37,0.03,0.27,0.29
12.4,DF,22,24,12,"1,120",0,2,2,0,0,0,3,0,0.01,0.08,Matches,0.9,8,68,10,0.00,0.16,0.16,0.00,0.16,0.01,0.07,0.08
11.2,"FW,MF",24,30,9,"1,005",7,3,10,7,0,1,0,0,0.49,0.72,Matches,7.2,49,25,130,0.63,0.27,0.90,0.63,0.90,0.57,0.23,0.80
8.1,"MF,FW",23,29,6,729,2,3,5,2,0,0,1,0,0.25,0.48,Matches,3.4,23,22,54,0.25,0.37,0.62,0.25,0.62,0.25,0.22,0.48
7.1,DF,21,18,6,636,1,0,1,1,0,0,1,0,0.05,0.11,Matches,0.8,6,17,22,0.14,0.00,0.14,0.14,0.14,0.05,0.06,0.11
4.0,GK,28,4,4,360,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.7,MF,27,14,1,239,1,0,1,1,0,0,0,0,0.22,0.43,Matches,1.1,1,19,5,0.38,0.00,0.38,0.38,0.38,0.22,0.21,0.43
1.3,"MF,DF",20,6,1,121,0,0,0,0,0,0,1,0,0.15,0.15,Matches,0.2,2,2,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15
1.0,MF,30,1,1,90,1,0,1,1,0,0,0,0,,,Matches,,,,,1.00,0.00,1.00,1.00,1.00,,,
1.0,"FW,DF",22,6,0,89,0,0,0,0,0,0,1,0,0.00,0.04,Matches,0.0,3,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04
0.5,"FW,DF",25,2,0,46,0,0,0,0,0,0,0,0,0.06,0.63,Matches,0.3,5,2,10,0.00,0.00,0.00,0.00,0.00,0.06,0.57,0.63
0.5,"FW,MF",18,6,0,43,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.3,"FW,MF",18,3,0,30,0,0,0,0,0,0,1,0,2.79,2.79,Matches,0.9,0,1,2,0.00,0.00,0.00,0.00,0.00,2.79,0.00,2.79
0.3,MF,32,3,0,28,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,MF,18,1,0,7,0,0,0,0,0,0,0,0,0.00,0.30,Matches,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30
,DF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,22,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,25,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
38.0,GK,31,38,38,"3,420",0,0,0,0,0,0,2,0,0.00,0.02,Matches,0.7,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02
37.4,DF,22,40,39,"3,368",2,9,11,2,0,0,4,0,0.08,0.30,Matches,10.2,74,146,184,0.05,0.24,0.29,0.05,0.29,0.08,0.22,0.30
36.9,MF,26,40,37,"3,325",3,6,9,3,0,0,4,1,0.05,0.21,Matches,7.3,58,294,52,0.08,0.16,0.24,0.08,0.24,0.05,0.16,0.21
35.9,"FW,MF",19,41,37,"3,234",11,10,21,11,0,0,6,0,0.18,0.42,Matches,14.0,181,93,372,0.31,0.28,0.58,0.31,0.58,0.18,0.24,0.42
35.7,DF,33,37,35,"3,213",3,2,5,3,0,0,7,0,0.05,0.09,Matches,2.8,48,209,22,0.08,0.06,0.14,0.08,0.14,0.05,0.03,0.09
32.4,MF,24,40,35,"2,917",5,4,9,5,0,0,5,0,0.09,0.21,Matches,6.3,84,143,109,0.15,0.12,0.28,0.15,0.28,0.09,0.11,0.21
29.7,DF,22,32,31,"2,669",5,0,5,5,0,0,4,0,0.10,0.12,Matches,3.4,45,221,18,0.17,0.00,0.17,0.17,0.17,0.10,0.02,0.12
29.6,FW,26,39,32,"2,664",24,10,34,17,7,8,2,0,0.62,0.84,Matches,24.1,18,26,118,0.81,0.34,1.15,0.57,0.91,0.84,0.21,1.05
27.6,"DF,FW",21,39,25,"2,484",2,8,10,2,0,0,9,0,0.06,0.23,Matches,5.7,151,97,240,0.07,0.29,0.36,0.07,0.36,0.06,0.17,0.23
25.0,"MF,FW",25,34,29,"2,252",8,7,15,8,0,0,0,0,0.27,0.53,Matches,12.1,65,89,226,0.32,0.28,0.60,0.32,0.60,0.27,0.26,0.53
24.6,MF,25,31,29,"2,212",5,0,5,5,0,0,9,0,0.21,0.31,Matches,7.3,31,92,76,0.20,0.00,0.20,0.20,0.20,0.21,0.10,0.31
21.8,DF,33,25,25,"1,965",3,0,3,3,0,0,4,0,0.09,0.10,Matches,2.1,15,54,1,0.14,0.00,0.14,0.14,0.14,0.10,0.01,0.11
17.4,DF,20,26,19,"1,568",0,3,3,0,0,0,5,0,0.01,0.12,Matches,1.6,29,68,16,0.00,0.17,0.17,0.00,0.17,0.01,0.10,0.12
17.2,"MF,FW",31,38,15,"1,549",8,8,16,8,0,0,3,0,0.26,0.52,Matches,6.8,32,32,96,0.46,0.46,0.93,0.46,0.93,0.26,0.26,0.52
13.8,FW,36,36,10,"1,238",14,3,17,12,2,2,8,0,1.08,1.29,Matches,11.5,3,5,24,1.02,0.22,1.24,0.87,1.09,1.08,0.21,1.29
11.8,DF,32,21,10,"1,061",0,0,0,0,0,0,4,0,0.02,0.02,Matches,0.2,3,14,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02
9.3,"MF,FW",23,32,5,838,4,1,5,4,0,0,1,0,0.12,0.26,Matches,1.5,20,12,54,0.43,0.11,0.54,0.43,0.54,0.12,0.14,0.26
9.1,"MF,FW",20,29,5,815,1,2,3,1,0,0,1,0,0.10,0.21,Matches,1.6,25,65,40,0.11,0.22,0.33,0.11,0.33,0.10,0.11,0.21
7.8,MF,18,22,6,699,0,1,1,0,0,0,0,0,0.24,0.32,Matches,1.4,9,22,13,0.00,0.13,0.13,0.00,0.13,0.24,0.07,0.32
3.0,GK,35,3,3,270,0,0,0,0,0,0,1,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
2.2,DF,19,3,1,196,0,0,0,0,0,0,0,0,0.00,0.37,Matches,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37
2.0,DF,34,4,2,182,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.0,GK,22,2,2,180,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
1.4,MF,22,5,2,127,0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
